Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.12325581395348838,0.06625,0.06625,0.8833333333333333,0.04375,0.93375
IDV 9,Random,D feed (stream 2) temperature,45,0.1459521094640821,0.08,0.08,0.8311688311688312,0.08125,0.92
IDV 15,Stiction,Cooling water outlet valve of separator,123,0.1698754246885617,0.09375,0.09375,0.9036144578313253,0.05,0.90625
IDV 4,Step,Cooling water inlet temperature of reactor,12,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,12,0.45697896749521993,0.29875,0.29875,0.9715447154471545,0.04375,0.70125
IDV 7,Step,C header pressure loss (stream 4),36,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",141,0.9937888198757764,1.0,1.0,0.9876543209876543,0.0625,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",30,0.9849435382685069,0.98125,0.98125,0.9886649874055415,0.05625,0.01875
IDV 6,Step,A feed loss (stream 1),72,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 8,Random,A/B/C composition of stream 4,102,0.9497716894977168,0.91,0.91,0.9931787175989086,0.03125,0.09
IDV 10,Random,C feed (stream 4) temperature,30,0.5963699222126189,0.43125,0.43125,0.9663865546218487,0.075,0.56875
IDV 11,Random,Cooling water inlet temperature of reactor,69,0.9101958136394329,0.8425,0.8425,0.9897209985315712,0.04375,0.1575
IDV 12,Random,Cooling water inlet temperature of separator,12,0.960619754680439,0.93,0.93,0.9933244325767691,0.03125,0.07
IDV 13,Drift,Reaction kinetics,48,0.9719745222929936,0.95375,0.95375,0.990909090909091,0.04375,0.04625
IDV 14,Stiction,Cooling water outlet valve of reactor,45,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 16,Random,Heat transfer deviation in stripper,54,0.57243195785777,0.4075,0.4075,0.9616519174041298,0.08125,0.5925
IDV 17,Random,Heat transfer deviation in reactor,3,0.9747155499367889,0.96375,0.96375,0.9859335038363172,0.06875,0.03625
IDV 18,Random,Heat transfer deviation in condenser,51,0.9473684210526316,0.91125,0.91125,0.986468200270636,0.0625,0.08875
IDV 19,Stiction,Recycle valve underflow (separator/stripper),114,0.4538461538461538,0.295,0.295,0.9833333333333333,0.025,0.705
IDV 20,Random,(unknown),135,0.7461059190031153,0.59875,0.59875,0.9896694214876033,0.03125,0.40125
IDV 21,Random,(unknown),51,0.6913779210314264,0.53625,0.53625,0.9727891156462585,0.075,0.46375
