Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.10981308411214953,0.05875,0.05875,0.8392857142857143,0.05625,0.94125
IDV 9,Random,D feed (stream 2) temperature,132,0.08293838862559241,0.04375,0.04375,0.7954545454545454,0.05625,0.95625
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.1812004530011325,0.1,0.1,0.963855421686747,0.01875,0.9
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.6229787234042553,0.4575,0.4575,0.976,0.05625,0.5425
IDV 7,Step,C header pressure loss (stream 4),15,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",156,0.9968769519050594,0.9975,0.9975,0.9962546816479401,0.01875,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",90,0.9874843554443055,0.98625,0.98625,0.9887218045112782,0.05625,0.01375
IDV 6,Step,A feed loss (stream 1),0,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 8,Random,A/B/C composition of stream 4,243,0.9892879647132954,0.98125,0.98125,0.9974587039390089,0.0125,0.01875
IDV 10,Random,C feed (stream 4) temperature,276,0.6835236541598695,0.52375,0.52375,0.9835680751173709,0.04375,0.47625
IDV 11,Random,Cooling water inlet temperature of reactor,282,0.9089673913043478,0.83625,0.83625,0.9955357142857143,0.01875,0.16375
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9893683552220137,0.98875,0.98875,0.9899874843554443,0.05,0.01125
IDV 13,Drift,Reaction kinetics,3,0.9705128205128205,0.94625,0.94625,0.9960526315789474,0.01875,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,153,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,189,0.592013888888889,0.42625,0.42625,0.96875,0.06875,0.57375
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.9726288987905791,0.955,0.955,0.9909208819714657,0.04375,0.045
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.9481967213114756,0.90375,0.90375,0.9972413793103448,0.0125,0.09625
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",57,0.47682119205298007,0.315,0.315,0.980544747081712,0.03125,0.685
IDV 20,Random,(unknown),18,0.7027463651050081,0.54375,0.54375,0.9931506849315068,0.01875,0.45625
IDV 21,Random,(unknown),120,0.6256410256410256,0.4575,0.4575,0.9891891891891892,0.025,0.5425
