Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.07885304659498207,0.04125,0.04125,0.8918918918918919,0.025,0.95875
IDV 9,Random,D feed (stream 2) temperature,354,0.05548854041013269,0.02875,0.02875,0.7931034482758621,0.0375,0.97125
IDV 15,Stiction,Cooling water outlet valve of separator,1200,0.07228915662650602,0.0375,0.0375,1.0,0.0,0.9625
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 7,Step,C header pressure loss (stream 4),54,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9968691296180339,0.995,0.995,0.998745294855709,0.00625,0.005
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9887076537013803,0.985,0.985,0.9924433249370277,0.0375,0.015
IDV 6,Step,A feed loss (stream 1),162,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,393,0.9886363636363635,0.97875,0.97875,0.9987244897959183,0.00625,0.02125
IDV 10,Random,C feed (stream 4) temperature,276,0.8800557880055788,0.78875,0.78875,0.9952681388012619,0.01875,0.21125
IDV 11,Random,Cooling water inlet temperature of reactor,282,0.8997252747252746,0.81875,0.81875,0.9984756097560976,0.00625,0.18125
IDV 12,Random,Cooling water inlet temperature of separator,81,0.9937421777221527,0.9925,0.9925,0.9949874686716792,0.025,0.0075
IDV 13,Drift,Reaction kinetics,612,0.9717223650385605,0.945,0.945,1.0,0.0,0.055
IDV 14,Stiction,Cooling water outlet valve of reactor,153,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,312,0.8603351955307262,0.77,0.77,0.9746835443037974,0.1,0.23
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9725239616613419,0.95125,0.95125,0.9947712418300654,0.025,0.04875
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.94750656167979,0.9025,0.9025,0.9972375690607734,0.0125,0.0975
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",459,0.8280907095830286,0.7075,0.7075,0.9982363315696648,0.00625,0.2925
IDV 20,Random,(unknown),18,0.771822358346095,0.63,0.63,0.9960474308300395,0.0125,0.37
IDV 21,Random,(unknown),42,0.6143226919758413,0.445,0.445,0.9916434540389972,0.01875,0.555
