Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,33,0.08056872037914693,0.0425,0.0425,0.7727272727272727,0.0625,0.9575
IDV 9,Random,D feed (stream 2) temperature,258,0.09681227863046045,0.05125,0.05125,0.8723404255319149,0.0375,0.94875
IDV 15,Stiction,Cooling water outlet valve of separator,51,0.12572759022118743,0.0675,0.0675,0.9152542372881356,0.03125,0.9325
IDV 4,Step,Cooling water inlet temperature of reactor,3,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 5,Step,Cooling water inlet temperature of separator,3,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",87,0.9950062421972534,0.99625,0.99625,0.9937655860349127,0.03125,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",9,0.9887218045112782,0.98625,0.98625,0.9912060301507538,0.04375,0.01375
IDV 6,Step,A feed loss (stream 1),0,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 8,Random,A/B/C composition of stream 4,57,0.9849056603773584,0.97875,0.97875,0.9911392405063291,0.04375,0.02125
IDV 10,Random,C feed (stream 4) temperature,33,0.925033467202142,0.86375,0.86375,0.9956772334293948,0.01875,0.13625
IDV 11,Random,Cooling water inlet temperature of reactor,111,0.7916041979010495,0.66,0.66,0.9887640449438202,0.0375,0.34
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9925093632958802,0.99375,0.99375,0.9912718204488778,0.04375,0.00625
IDV 13,Drift,Reaction kinetics,24,0.9724535554131966,0.94875,0.94875,0.9973718791064389,0.0125,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,0,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,72,0.9377049180327869,0.89375,0.89375,0.9862068965517241,0.0625,0.10625
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.9573091849935317,0.925,0.925,0.9919571045576407,0.0375,0.075
IDV 18,Random,(unknown); deviations of heat transfer within condenser,60,0.9429508196721311,0.89875,0.89875,0.9917241379310345,0.0375,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",120,0.9037542662116042,0.8275,0.8275,0.9954887218045113,0.01875,0.1725
IDV 20,Random,(unknown),9,0.8246515040352164,0.7025,0.7025,0.9982238010657194,0.00625,0.2975
IDV 21,Random,(unknown),42,0.5584299732381802,0.39125,0.39125,0.9750778816199377,0.05,0.60875
