Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.12558139534883722,0.0675,0.0675,0.9,0.0375,0.9325
IDV 9,Random,D feed (stream 2) temperature,45,0.12903225806451613,0.07,0.07,0.8235294117647058,0.075,0.93
IDV 15,Stiction,Cooling water outlet valve of separator,123,0.16553287981859413,0.09125,0.09125,0.8902439024390244,0.05625,0.90875
IDV 4,Step,Cooling water inlet temperature of reactor,12,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,12,0.45254074784276127,0.295,0.295,0.9711934156378601,0.04375,0.705
IDV 7,Step,C header pressure loss (stream 4),36,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",24,0.9931719428926133,1.0,1.0,0.9864364981504316,0.06875,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",30,0.9823899371069182,0.97625,0.97625,0.9886075949367089,0.05625,0.02375
IDV 6,Step,A feed loss (stream 1),72,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 8,Random,A/B/C composition of stream 4,102,0.9498371335504886,0.91125,0.91125,0.9918367346938776,0.0375,0.08875
IDV 10,Random,C feed (stream 4) temperature,30,0.596885813148789,0.43125,0.43125,0.9691011235955056,0.06875,0.56875
IDV 11,Random,Cooling water inlet temperature of reactor,69,0.9081081081081082,0.84,0.84,0.9882352941176471,0.05,0.16
IDV 12,Random,Cooling water inlet temperature of separator,12,0.9612903225806452,0.93125,0.93125,0.9933333333333333,0.03125,0.06875
IDV 13,Drift,Reaction kinetics,48,0.9713558243157225,0.95375,0.95375,0.9896238651102465,0.05,0.04625
IDV 14,Stiction,Cooling water outlet valve of reactor,39,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 16,Random,Heat transfer deviation in stripper,54,0.5799126637554586,0.415,0.415,0.9623188405797102,0.08125,0.585
IDV 17,Random,Heat transfer deviation in reactor,3,0.9753632343651295,0.965,0.965,0.9859514687100894,0.06875,0.035
IDV 18,Random,Heat transfer deviation in condenser,51,0.9461388708630759,0.91125,0.91125,0.9838056680161943,0.075,0.08875
IDV 19,Stiction,Recycle valve underflow (separator/stripper),63,0.4188790560471976,0.26625,0.26625,0.9815668202764977,0.025,0.73375
IDV 20,Random,(unknown),66,0.7369242779078845,0.59,0.59,0.9812889812889813,0.05625,0.41
IDV 21,Random,(unknown),51,0.6924315619967792,0.5375,0.5375,0.9728506787330317,0.075,0.4625
