Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,102,0.13379469434832755,0.0725,0.0725,0.8656716417910447,0.05625,0.9275
IDV 9,Random,D feed (stream 2) temperature,111,0.09590643274853801,0.05125,0.05125,0.7454545454545455,0.0875,0.94875
IDV 15,Stiction,Cooling water outlet valve of separator,78,0.15102974828375285,0.0825,0.0825,0.8918918918918919,0.05,0.9175
IDV 4,Step,Cooling water inlet temperature of reactor,15,0.9931292941911306,0.99375,0.99375,0.9925093632958801,0.0375,0.00625
IDV 5,Step,Cooling water inlet temperature of separator,15,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",216,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",60,0.9874686716791979,0.985,0.985,0.9899497487437185,0.05,0.015
IDV 6,Step,A feed loss (stream 1),87,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,153,0.9893148962916405,0.98375,0.98375,0.9949431099873578,0.025,0.01625
IDV 10,Random,C feed (stream 4) temperature,30,0.909952606635071,0.84,0.84,0.9926144756277696,0.03125,0.16
IDV 11,Random,Cooling water inlet temperature of reactor,126,0.8653576437587658,0.77125,0.77125,0.9856230031948882,0.05625,0.22875
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9925187032418954,0.995,0.995,0.9900497512437811,0.05,0.005
IDV 13,Drift,Reaction kinetics,372,0.9770114942528736,0.95625,0.95625,0.9986945169712794,0.00625,0.04375
IDV 14,Stiction,Cooling water outlet valve of reactor,24,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,99,0.9106666666666667,0.85375,0.85375,0.9757142857142858,0.10625,0.14625
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.9720812182741116,0.9575,0.9575,0.9871134020618557,0.0625,0.0425
IDV 18,Random,(unknown); deviations of heat transfer within condenser,144,0.9456450556647019,0.9025,0.9025,0.9931224209078404,0.03125,0.0975
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",138,0.9087221095334687,0.84,0.84,0.9896907216494846,0.04375,0.16
IDV 20,Random,(unknown),216,0.84043321299639,0.7275,0.7275,0.9948717948717949,0.01875,0.2725
IDV 21,Random,(unknown),78,0.61340206185567,0.44625,0.44625,0.9807692307692307,0.04375,0.55375
