Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.07655502392344497,0.04,0.04,0.8888888888888888,0.025,0.96
IDV 9,Random,D feed (stream 2) temperature,132,0.07655502392344497,0.04,0.04,0.8888888888888888,0.025,0.96
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.20604703247480405,0.115,0.115,0.989247311827957,0.00625,0.885
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.6041666666666666,0.435,0.435,0.9886363636363636,0.025,0.565
IDV 7,Step,C header pressure loss (stream 4),15,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",165,0.9975031210986267,0.99875,0.99875,0.9962593516209476,0.01875,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9893283113622098,0.985,0.985,0.9936948297604036,0.03125,0.015
IDV 6,Step,A feed loss (stream 1),162,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 8,Random,A/B/C composition of stream 4,393,0.9924528301886792,0.98625,0.98625,0.9987341772151899,0.00625,0.01375
IDV 10,Random,C feed (stream 4) temperature,276,0.6765188834154351,0.515,0.515,0.9856459330143541,0.0375,0.485
IDV 11,Random,Cooling water inlet temperature of reactor,282,0.9013698630136987,0.8225,0.8225,0.996969696969697,0.0125,0.1775
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9906073888541015,0.98875,0.98875,0.9924717691342535,0.0375,0.01125
IDV 13,Drift,Reaction kinetics,471,0.969774919614148,0.9425,0.9425,0.9986754966887417,0.00625,0.0575
IDV 14,Stiction,Cooling water outlet valve of reactor,165,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,177,0.5930434782608697,0.42625,0.42625,0.9742857142857143,0.05625,0.57375
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9719029374201787,0.95125,0.95125,0.9934725848563969,0.03125,0.04875
IDV 18,Random,(unknown); deviations of heat transfer within condenser,324,0.9468154957321077,0.90125,0.90125,0.9972337482710927,0.0125,0.09875
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",57,0.3988035892323031,0.25,0.25,0.9852216748768473,0.01875,0.75
IDV 20,Random,(unknown),18,0.6732837055417701,0.50875,0.50875,0.9951100244498777,0.0125,0.49125
IDV 21,Random,(unknown),48,0.6143226919758413,0.445,0.445,0.9916434540389972,0.01875,0.555
