Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,198,0.07451923076923075,0.03875,0.03875,0.96875,0.00625,0.96125
IDV 9,Random,D feed (stream 2) temperature,111,0.10942956926658906,0.05875,0.05875,0.7966101694915254,0.075,0.94125
IDV 15,Stiction,Cooling water outlet valve of separator,306,0.16475972540045766,0.09,0.09,0.972972972972973,0.0125,0.91
IDV 4,Step,Cooling water inlet temperature of reactor,3,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 5,Step,Cooling water inlet temperature of separator,3,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 7,Step,C header pressure loss (stream 4),261,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",216,0.9968730456535334,0.99625,0.99625,0.9974968710888611,0.0125,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",300,0.9911949685534591,0.985,0.985,0.9974683544303797,0.0125,0.015
IDV 6,Step,A feed loss (stream 1),66,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,57,0.9886649874055415,0.98125,0.98125,0.9961928934010152,0.01875,0.01875
IDV 10,Random,C feed (stream 4) temperature,438,0.9219380888290714,0.85625,0.85625,0.9985422740524781,0.00625,0.14375
IDV 11,Random,Cooling water inlet temperature of reactor,42,0.8056589724497394,0.67625,0.67625,0.996316758747698,0.0125,0.32375
IDV 12,Random,Cooling water inlet temperature of separator,33,0.9950062421972534,0.99625,0.99625,0.9937655860349127,0.03125,0.00375
IDV 13,Drift,Reaction kinetics,444,0.9724182168056448,0.9475,0.9475,0.9986824769433466,0.00625,0.0525
IDV 14,Stiction,Cooling water outlet valve of reactor,333,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,138,0.9283819628647215,0.875,0.875,0.9887005649717514,0.05,0.125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,141,0.9513933895009722,0.9175,0.9175,0.9878869448183042,0.05625,0.0825
IDV 18,Random,(unknown); deviations of heat transfer within condenser,165,0.9434954007884363,0.8975,0.8975,0.9944598337950139,0.025,0.1025
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",6,0.9221476510067115,0.85875,0.85875,0.9956521739130435,0.01875,0.14125
IDV 20,Random,(unknown),36,0.8326055312954875,0.715,0.715,0.9965156794425087,0.0125,0.285
IDV 21,Random,(unknown),36,0.6194539249146757,0.45375,0.45375,0.9758064516129032,0.05625,0.54625
