Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.058111380145278446,0.03,0.03,0.9230769230769231,0.0125,0.97
IDV 9,Random,D feed (stream 2) temperature,384,0.04866180048661801,0.025,0.025,0.9090909090909091,0.0125,0.975
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.1649484536082474,0.09,0.09,0.9863013698630136,0.00625,0.91
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.4602109300095877,0.3,0.3,0.9876543209876543,0.01875,0.7
IDV 7,Step,C header pressure loss (stream 4),402,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",156,0.99625,0.99625,0.99625,0.99625,0.01875,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9899497487437187,0.985,0.985,0.9949494949494949,0.025,0.015
IDV 6,Step,A feed loss (stream 1),162,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,393,0.9886363636363635,0.97875,0.97875,0.9987244897959183,0.00625,0.02125
IDV 10,Random,C feed (stream 4) temperature,378,0.6793075020610059,0.515,0.515,0.9975786924939467,0.00625,0.485
IDV 11,Random,Cooling water inlet temperature of reactor,495,0.8857938718662953,0.795,0.795,1.0,0.0,0.205
IDV 12,Random,Cooling water inlet temperature of separator,156,0.9918495297805642,0.98875,0.98875,0.9949685534591195,0.025,0.01125
IDV 13,Drift,Reaction kinetics,471,0.9710982658959537,0.945,0.945,0.9986789960369881,0.00625,0.055
IDV 14,Stiction,Cooling water outlet valve of reactor,165,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,213,0.5163636363636362,0.355,0.355,0.9466666666666667,0.1,0.645
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.968529222864483,0.9425,0.9425,0.9960369881109643,0.01875,0.0575
IDV 18,Random,(unknown); deviations of heat transfer within condenser,450,0.9467455621301776,0.9,0.9,0.9986130374479889,0.00625,0.1
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",510,0.3623336745138178,0.22125,0.22125,1.0,0.0,0.77875
IDV 20,Random,(unknown),18,0.6754748142031379,0.51125,0.51125,0.9951338199513382,0.0125,0.48875
IDV 21,Random,(unknown),351,0.5991266375545852,0.42875,0.42875,0.9942028985507246,0.0125,0.57125
