Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,102,0.11874272409778813,0.06375,0.06375,0.864406779661017,0.05,0.93625
IDV 9,Random,D feed (stream 2) temperature,132,0.13257142857142856,0.0725,0.0725,0.7733333333333333,0.10625,0.9275
IDV 15,Stiction,Cooling water outlet valve of separator,39,0.17627118644067796,0.0975,0.0975,0.9176470588235294,0.04375,0.9025
IDV 4,Step,Cooling water inlet temperature of reactor,198,0.98801261829653,0.97875,0.97875,0.9974522292993631,0.0125,0.02125
IDV 5,Step,Cooling water inlet temperature of separator,198,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9919404835709857,1.0,1.0,0.984009840098401,0.08125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",33,0.9962593516209476,0.99875,0.99875,0.9937810945273632,0.03125,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",60,0.9880877742946708,0.985,0.985,0.9911949685534591,0.04375,0.015
IDV 6,Step,A feed loss (stream 1),60,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,81,0.988042794210195,0.98125,0.98125,0.9949302915082383,0.025,0.01875
IDV 10,Random,C feed (stream 4) temperature,30,0.9050203527815468,0.83375,0.83375,0.9896142433234422,0.04375,0.16625
IDV 11,Random,Cooling water inlet temperature of reactor,42,0.8530872959545777,0.75125,0.75125,0.986863711001642,0.05,0.24875
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9918800749531543,0.9925,0.9925,0.9912609238451935,0.04375,0.0075
IDV 13,Drift,Reaction kinetics,114,0.9764181007010834,0.9575,0.9575,0.9960988296488946,0.01875,0.0425
IDV 14,Stiction,Cooling water outlet valve of reactor,387,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,78,0.9111556446225785,0.8525,0.8525,0.9784791965566715,0.09375,0.1475
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.9785353535353536,0.96875,0.96875,0.9885204081632653,0.05625,0.03125
IDV 18,Random,(unknown); deviations of heat transfer within condenser,387,0.948264571054355,0.905,0.905,0.9958734525447043,0.01875,0.095
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",105,0.9133964817320704,0.84375,0.84375,0.995575221238938,0.01875,0.15625
IDV 20,Random,(unknown),207,0.8429394812680115,0.73125,0.73125,0.9948979591836735,0.01875,0.26875
IDV 21,Random,(unknown),111,0.599483204134367,0.435,0.435,0.96398891966759,0.08125,0.565
