Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,9,0.07389749702026223,0.03875,0.03875,0.7948717948717948,0.05,0.96125
IDV 9,Random,D feed (stream 2) temperature,0,0.06954436450839328,0.03625,0.03625,0.8529411764705882,0.03125,0.96375
IDV 15,Stiction,Cooling water outlet valve of separator,9,0.12500000000000003,0.0675,0.0675,0.84375,0.0625,0.9325
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 7,Step,C header pressure loss (stream 4),75,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",9,0.9931464174454828,0.99625,0.99625,0.9900621118012423,0.05,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9868503443957419,0.985,0.985,0.9887076537013801,0.05625,0.015
IDV 6,Step,A feed loss (stream 1),6,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.9886506935687264,0.98,0.98,0.9974554707379135,0.0125,0.02
IDV 10,Random,C feed (stream 4) temperature,3,0.8949897048730268,0.815,0.815,0.9923896499238964,0.03125,0.185
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8665730337078652,0.77125,0.77125,0.9887820512820513,0.04375,0.22875
IDV 12,Random,Cooling water inlet temperature of separator,3,0.994392523364486,0.9975,0.9975,0.991304347826087,0.04375,0.0025
IDV 13,Drift,Reaction kinetics,21,0.9705882352941176,0.94875,0.94875,0.993455497382199,0.03125,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,6,0.8903924221921516,0.8225,0.8225,0.9705014749262537,0.125,0.1775
IDV 17,Random,(unknown); deviations of heat transfer within reactor,117,0.9763880025526482,0.95625,0.95625,0.9973924380704041,0.0125,0.04375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,3,0.9417920209287116,0.9,0.9,0.9876543209876543,0.05625,0.1
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",3,0.7678300455235205,0.6325,0.6325,0.9768339768339769,0.075,0.3675
IDV 20,Random,(unknown),0,0.7747336377473364,0.63625,0.63625,0.9902723735408561,0.03125,0.36375
IDV 21,Random,(unknown),3,0.6499582289055973,0.48625,0.48625,0.9798488664987406,0.05,0.51375
