Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.10365135453474676,0.055,0.055,0.8979591836734694,0.03125,0.945
IDV 9,Random,D feed (stream 2) temperature,30,0.07847800237812129,0.04125,0.04125,0.8048780487804879,0.05,0.95875
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.19165727170236754,0.10625,0.10625,0.9770114942528736,0.0125,0.89375
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.5945945945945946,0.42625,0.42625,0.9827089337175793,0.0375,0.57375
IDV 7,Step,C header pressure loss (stream 4),15,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",156,0.9968769519050594,0.9975,0.9975,0.9962546816479401,0.01875,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",90,0.9880877742946708,0.985,0.985,0.9911949685534591,0.04375,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,90,0.9880277252678008,0.98,0.98,0.9961880559085133,0.01875,0.02
IDV 10,Random,C feed (stream 4) temperature,378,0.7109687750200161,0.555,0.555,0.9888641425389755,0.03125,0.445
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.9010238907849829,0.825,0.825,0.9924812030075187,0.03125,0.175
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9899874843554443,0.98875,0.98875,0.9912280701754386,0.04375,0.01125
IDV 13,Drift,Reaction kinetics,3,0.9698524695317512,0.945,0.945,0.9960474308300395,0.01875,0.055
IDV 14,Stiction,Cooling water outlet valve of reactor,129,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.6433915211970075,0.48375,0.48375,0.9602977667493796,0.1,0.51625
IDV 17,Random,(unknown); deviations of heat transfer within reactor,117,0.971282705807275,0.95125,0.95125,0.9921773142112125,0.0375,0.04875
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.94750656167979,0.9025,0.9025,0.9972375690607734,0.0125,0.0975
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",207,0.44637681159420284,0.28875,0.28875,0.9829787234042553,0.025,0.71125
IDV 20,Random,(unknown),18,0.7243844320889595,0.57,0.57,0.9934640522875817,0.01875,0.43
IDV 21,Random,(unknown),153,0.62382176520994,0.455,0.455,0.9918256130790191,0.01875,0.545
