Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,132,0.09917355371900827,0.0525,0.0525,0.8936170212765957,0.03125,0.9475
IDV 9,Random,D feed (stream 2) temperature,111,0.12471131639722866,0.0675,0.0675,0.8181818181818182,0.075,0.9325
IDV 15,Stiction,Cooling water outlet valve of separator,177,0.15825688073394495,0.08625,0.08625,0.9583333333333334,0.01875,0.91375
IDV 4,Step,Cooling water inlet temperature of reactor,480,0.9987484355444306,0.9975,0.9975,1.0,0.0,0.0025
IDV 5,Step,Cooling water inlet temperature of separator,480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 7,Step,C header pressure loss (stream 4),84,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",24,0.9937733499377336,0.9975,0.9975,0.9900744416873449,0.05,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",444,0.9930861093651792,0.9875,0.9875,0.9987357774968394,0.00625,0.0125
IDV 6,Step,A feed loss (stream 1),66,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,153,0.9886934673366835,0.98375,0.98375,0.9936868686868687,0.03125,0.01625
IDV 10,Random,C feed (stream 4) temperature,30,0.8975945017182131,0.81625,0.81625,0.9969465648854962,0.0125,0.18375
IDV 11,Random,Cooling water inlet temperature of reactor,249,0.8761371588523443,0.7825,0.7825,0.9952305246422893,0.01875,0.2175
IDV 12,Random,Cooling water inlet temperature of separator,78,0.991869918699187,0.99125,0.99125,0.9924906132665833,0.0375,0.00875
IDV 13,Drift,Reaction kinetics,360,0.9738353541799618,0.95375,0.95375,0.9947848761408083,0.025,0.04625
IDV 14,Stiction,Cooling water outlet valve of reactor,240,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,138,0.8971583220568335,0.82875,0.82875,0.9778761061946902,0.09375,0.17125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,51,0.9766266582438408,0.96625,0.96625,0.9872286079182631,0.0625,0.03375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,123,0.9462647444298821,0.9025,0.9025,0.9944903581267218,0.025,0.0975
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",84,0.9046321525885558,0.83,0.83,0.9940119760479041,0.025,0.17
IDV 20,Random,(unknown),207,0.8298027757487217,0.71,0.71,0.9982425307557118,0.00625,0.29
IDV 21,Random,(unknown),42,0.6583333333333333,0.49375,0.49375,0.9875,0.03125,0.50625
