Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.06506024096385542,0.03375,0.03375,0.9,0.01875,0.96625
IDV 9,Random,D feed (stream 2) temperature,375,0.04860267314702309,0.025,0.025,0.8695652173913043,0.01875,0.975
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.14797687861271674,0.08,0.08,0.9846153846153847,0.00625,0.92
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.48775894538606407,0.32375,0.32375,0.9885496183206107,0.01875,0.67625
IDV 7,Step,C header pressure loss (stream 4),54,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9974968710888611,0.99625,0.99625,0.9987468671679198,0.00625,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9893283113622098,0.985,0.985,0.9936948297604036,0.03125,0.015
IDV 6,Step,A feed loss (stream 1),162,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,393,0.9879974731522426,0.9775,0.9775,0.9987228607918263,0.00625,0.0225
IDV 10,Random,C feed (stream 4) temperature,378,0.6672212978369384,0.50125,0.50125,0.9975124378109452,0.00625,0.49875
IDV 11,Random,Cooling water inlet temperature of reactor,495,0.8904299583911235,0.8025,0.8025,1.0,0.0,0.1975
IDV 12,Random,Cooling water inlet temperature of separator,156,0.9924717691342535,0.98875,0.98875,0.9962216624685138,0.01875,0.01125
IDV 13,Drift,Reaction kinetics,471,0.9717586649550706,0.94625,0.94625,0.9986807387862797,0.00625,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,189,0.5431878895814781,0.38125,0.38125,0.9442724458204335,0.1125,0.61875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9691912708600771,0.94375,0.94375,0.996042216358839,0.01875,0.05625
IDV 18,Random,(unknown); deviations of heat transfer within condenser,450,0.9474375821287779,0.90125,0.90125,0.9986149584487535,0.00625,0.09875
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",510,0.36065573770491804,0.22,0.22,1.0,0.0,0.78
IDV 20,Random,(unknown),18,0.6743801652892562,0.51,0.51,0.9951219512195122,0.0125,0.49
IDV 21,Random,(unknown),351,0.6052173913043478,0.435,0.435,0.9942857142857143,0.0125,0.565
