Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,534,0.08383233532934131,0.04375,0.04375,1.0,0.0,0.95625
IDV 9,Random,D feed (stream 2) temperature,348,0.0498812351543943,0.02625,0.02625,0.5,0.13125,0.97375
IDV 15,Stiction,Cooling water outlet valve of separator,1200,0.11764705882352941,0.0625,0.0625,1.0,0.0,0.9375
IDV 4,Step,Cooling water inlet temperature of reactor,222,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 5,Step,Cooling water inlet temperature of separator,222,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 7,Step,C header pressure loss (stream 4),480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9974968710888611,0.99625,0.99625,0.9987468671679198,0.00625,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9911949685534591,0.985,0.985,0.9974683544303797,0.0125,0.015
IDV 6,Step,A feed loss (stream 1),381,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 8,Random,A/B/C composition of stream 4,393,0.9873737373737373,0.9775,0.9775,0.9974489795918368,0.0125,0.0225
IDV 10,Random,C feed (stream 4) temperature,537,0.8652482269503545,0.7625,0.7625,1.0,0.0,0.2375
IDV 11,Random,Cooling water inlet temperature of reactor,495,0.8497483824586628,0.73875,0.73875,1.0,0.0,0.26125
IDV 12,Random,Cooling water inlet temperature of separator,474,0.9937264742785445,0.99,0.99,0.9974811083123426,0.0125,0.01
IDV 13,Drift,Reaction kinetics,612,0.9717223650385605,0.945,0.945,1.0,0.0,0.055
IDV 14,Stiction,Cooling water outlet valve of reactor,480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,210,0.8327452364149612,0.7375,0.7375,0.9562398703403565,0.16875,0.2625
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9657843770174306,0.935,0.935,0.9986648865153538,0.00625,0.065
IDV 18,Random,(unknown); deviations of heat transfer within condenser,450,0.9446640316205533,0.89625,0.89625,0.9986072423398329,0.00625,0.10375
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",510,0.47328244274809156,0.31,0.31,1.0,0.0,0.69
IDV 20,Random,(unknown),681,0.7441130298273155,0.5925,0.5925,1.0,0.0,0.4075
IDV 21,Random,(unknown),351,0.6486941870261163,0.48125,0.48125,0.9948320413436692,0.0125,0.51875
