Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,9,0.06474820143884892,0.03375,0.03375,0.7941176470588235,0.04375,0.96625
IDV 9,Random,D feed (stream 2) temperature,0,0.050724637681159424,0.02625,0.02625,0.75,0.04375,0.97375
IDV 15,Stiction,Cooling water outlet valve of separator,9,0.0964705882352941,0.05125,0.05125,0.82,0.05625,0.94875
IDV 4,Step,Cooling water inlet temperature of reactor,222,0.9962546816479401,0.9975,0.9975,0.9950124688279302,0.025,0.0025
IDV 5,Step,Cooling water inlet temperature of separator,222,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 7,Step,C header pressure loss (stream 4),75,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",9,0.9937578027465668,0.995,0.995,0.9925187032418953,0.0375,0.005
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9880877742946708,0.985,0.985,0.9911949685534591,0.04375,0.015
IDV 6,Step,A feed loss (stream 1),6,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.9867507886435332,0.9775,0.9775,0.9961783439490446,0.01875,0.0225
IDV 10,Random,C feed (stream 4) temperature,3,0.9110512129380055,0.845,0.845,0.9883040935672515,0.05,0.155
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8491779842744818,0.7425,0.7425,0.991652754590985,0.03125,0.2575
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9962546816479401,0.9975,0.9975,0.9950124688279302,0.025,0.0025
IDV 13,Drift,Reaction kinetics,21,0.9692307692307691,0.945,0.945,0.9947368421052631,0.025,0.055
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,9,0.9155023286759814,0.86,0.86,0.9786628733997155,0.09375,0.14
IDV 17,Random,(unknown); deviations of heat transfer within reactor,156,0.9705128205128205,0.94625,0.94625,0.9960526315789474,0.01875,0.05375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,3,0.9417920209287116,0.9,0.9,0.9876543209876543,0.05625,0.1
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",3,0.8303249097472923,0.71875,0.71875,0.9829059829059829,0.0625,0.28125
IDV 20,Random,(unknown),0,0.8287373004354136,0.71375,0.71375,0.9878892733564014,0.04375,0.28625
IDV 21,Random,(unknown),3,0.6477462437395659,0.485,0.485,0.9748743718592965,0.0625,0.515
