Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,9,0.09389671361502347,0.05,0.05,0.7692307692307693,0.075,0.95
IDV 9,Random,D feed (stream 2) temperature,0,0.07168458781362007,0.0375,0.0375,0.8108108108108109,0.04375,0.9625
IDV 15,Stiction,Cooling water outlet valve of separator,9,0.12037037037037038,0.065,0.065,0.8125,0.075,0.935
IDV 4,Step,Cooling water inlet temperature of reactor,30,0.995638629283489,0.99875,0.99875,0.9925465838509316,0.0375,0.00125
IDV 5,Step,Cooling water inlet temperature of separator,30,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",9,0.9937655860349127,0.99625,0.99625,0.9912935323383084,0.04375,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.986833855799373,0.98375,0.98375,0.989937106918239,0.05,0.01625
IDV 6,Step,A feed loss (stream 1),6,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.9867507886435332,0.9775,0.9775,0.9961783439490446,0.01875,0.0225
IDV 10,Random,C feed (stream 4) temperature,3,0.918230563002681,0.85625,0.85625,0.9898843930635838,0.04375,0.14375
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8500355366027008,0.7475,0.7475,0.985172981878089,0.05625,0.2525
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9925465838509316,0.99875,0.99875,0.9864197530864197,0.06875,0.00125
IDV 13,Drift,Reaction kinetics,21,0.9699296225207933,0.9475,0.9475,0.9934469200524246,0.03125,0.0525
IDV 14,Stiction,Cooling water outlet valve of reactor,0,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,9,0.9257067718606181,0.88,0.88,0.9764216366158114,0.10625,0.12
IDV 17,Random,(unknown); deviations of heat transfer within reactor,249,0.9738353541799618,0.95375,0.95375,0.9947848761408083,0.025,0.04625
IDV 18,Random,(unknown); deviations of heat transfer within condenser,3,0.9424836601307188,0.90125,0.90125,0.9876712328767123,0.05625,0.09875
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",3,0.8668989547038327,0.7775,0.7775,0.9795275590551181,0.08125,0.2225
IDV 20,Random,(unknown),0,0.8530872959545777,0.75125,0.75125,0.986863711001642,0.05,0.24875
IDV 21,Random,(unknown),3,0.6583953680727874,0.4975,0.4975,0.9731051344743277,0.06875,0.5025
