Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.09252669039145908,0.04875,0.04875,0.9069767441860465,0.025,0.95125
IDV 9,Random,D feed (stream 2) temperature,30,0.05980861244019139,0.03125,0.03125,0.6944444444444444,0.06875,0.96875
IDV 15,Stiction,Cooling water outlet valve of separator,366,0.15011547344110854,0.08125,0.08125,0.9848484848484849,0.00625,0.91875
IDV 4,Step,Cooling water inlet temperature of reactor,201,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 5,Step,Cooling water inlet temperature of separator,201,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 7,Step,C header pressure loss (stream 4),54,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9975,0.9975,0.9975,0.9975,0.0125,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9899497487437187,0.985,0.985,0.9949494949494949,0.025,0.015
IDV 6,Step,A feed loss (stream 1),162,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,243,0.9892879647132954,0.98125,0.98125,0.9974587039390089,0.0125,0.01875
IDV 10,Random,C feed (stream 4) temperature,21,0.9136302294197031,0.84625,0.84625,0.9926686217008798,0.03125,0.15375
IDV 11,Random,Cooling water inlet temperature of reactor,495,0.9130434782608696,0.84,0.84,1.0,0.0,0.16
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9950124688279303,0.9975,0.9975,0.9925373134328358,0.0375,0.0025
IDV 13,Drift,Reaction kinetics,153,0.9717948717948718,0.9475,0.9475,0.9973684210526316,0.0125,0.0525
IDV 14,Stiction,Cooling water outlet valve of reactor,153,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.9289473684210525,0.8825,0.8825,0.9805555555555555,0.0875,0.1175
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.978994271164863,0.96125,0.96125,0.9974059662775616,0.0125,0.03875
IDV 18,Random,(unknown); deviations of heat transfer within condenser,336,0.9495743287491814,0.90625,0.90625,0.9972489683631361,0.0125,0.09375
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",483,0.9203778677462888,0.8525,0.8525,1.0,0.0,0.1475
IDV 20,Random,(unknown),18,0.8345428156748912,0.71875,0.71875,0.9948096885813149,0.01875,0.28125
IDV 21,Random,(unknown),111,0.6274509803921569,0.46,0.46,0.9865951742627346,0.03125,0.54
