Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.10526315789473685,0.05625,0.05625,0.8181818181818182,0.0625,0.94375
IDV 9,Random,D feed (stream 2) temperature,132,0.0706713780918728,0.0375,0.0375,0.6122448979591837,0.11875,0.9625
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.17312072892938496,0.095,0.095,0.9743589743589743,0.0125,0.905
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 7,Step,C header pressure loss (stream 4),204,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9975,0.9975,0.9975,0.9975,0.0125,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9893283113622098,0.985,0.985,0.9936948297604036,0.03125,0.015
IDV 6,Step,A feed loss (stream 1),36,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,150,0.9874055415617129,0.98,0.98,0.9949238578680203,0.025,0.02
IDV 10,Random,C feed (stream 4) temperature,378,0.9206989247311828,0.85625,0.85625,0.9956395348837209,0.01875,0.14375
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.9077340569877883,0.83625,0.83625,0.9925816023738873,0.03125,0.16375
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9950062421972534,0.99625,0.99625,0.9937655860349127,0.03125,0.00375
IDV 13,Drift,Reaction kinetics,45,0.9698524695317512,0.945,0.945,0.9960474308300395,0.01875,0.055
IDV 14,Stiction,Cooling water outlet valve of reactor,480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.9421702404158544,0.90625,0.90625,0.9810554803788903,0.0875,0.09375
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9738687061822816,0.955,0.955,0.9934980494148244,0.03125,0.045
IDV 18,Random,(unknown); deviations of heat transfer within condenser,66,0.9489528795811519,0.90625,0.90625,0.9958791208791209,0.01875,0.09375
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",207,0.9292389853137517,0.87,0.87,0.997134670487106,0.0125,0.13
IDV 20,Random,(unknown),18,0.8743859649122808,0.77875,0.77875,0.9968,0.0125,0.22125
IDV 21,Random,(unknown),351,0.6255355612682091,0.45625,0.45625,0.9945504087193461,0.0125,0.54375
