Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,9,0.06921241050119331,0.03625,0.03625,0.7631578947368421,0.05625,0.96375
IDV 9,Random,D feed (stream 2) temperature,0,0.05762304921968787,0.03,0.03,0.7272727272727273,0.05625,0.97
IDV 15,Stiction,Cooling water outlet valve of separator,9,0.12933025404157045,0.07,0.07,0.8484848484848485,0.0625,0.93
IDV 4,Step,Cooling water inlet temperature of reactor,162,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 5,Step,Cooling water inlet temperature of separator,162,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 7,Step,C header pressure loss (stream 4),75,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",0,0.9937655860349127,0.99625,0.99625,0.9912935323383084,0.04375,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9868503443957419,0.985,0.985,0.9887076537013801,0.05625,0.015
IDV 6,Step,A feed loss (stream 1),6,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.986146095717884,0.97875,0.97875,0.9936548223350253,0.03125,0.02125
IDV 10,Random,C feed (stream 4) temperature,3,0.9117845117845117,0.84625,0.84625,0.9883211678832117,0.05,0.15375
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8587570621468925,0.76,0.76,0.987012987012987,0.05,0.24
IDV 12,Random,Cooling water inlet temperature of separator,0,0.994392523364486,0.9975,0.9975,0.991304347826087,0.04375,0.0025
IDV 13,Drift,Reaction kinetics,21,0.9706257982120051,0.95,0.95,0.9921671018276762,0.0375,0.05
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,9,0.9142857142857143,0.86,0.86,0.975886524822695,0.10625,0.14
IDV 17,Random,(unknown); deviations of heat transfer within reactor,117,0.9757033248081841,0.95375,0.95375,0.9986910994764397,0.00625,0.04625
IDV 18,Random,(unknown); deviations of heat transfer within condenser,0,0.9437908496732027,0.9025,0.9025,0.989041095890411,0.05,0.0975
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",3,0.8341708542713567,0.72625,0.72625,0.9797639123102867,0.075,0.27375
IDV 20,Random,(unknown),0,0.8073800738007381,0.68375,0.68375,0.9855855855855856,0.05,0.31625
IDV 21,Random,(unknown),3,0.6556291390728477,0.495,0.495,0.9705882352941176,0.075,0.505
