Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,33,0.09187279151943463,0.04875,0.04875,0.7959183673469388,0.0625,0.95125
IDV 9,Random,D feed (stream 2) temperature,258,0.11267605633802816,0.06,0.06,0.9230769230769231,0.025,0.94
IDV 15,Stiction,Cooling water outlet valve of separator,51,0.1191588785046729,0.06375,0.06375,0.9107142857142857,0.03125,0.93625
IDV 4,Step,Cooling water inlet temperature of reactor,3,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,3,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",30,0.9912935323383085,0.99625,0.99625,0.9863861386138614,0.06875,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",9,0.9887218045112782,0.98625,0.98625,0.9912060301507538,0.04375,0.01375
IDV 6,Step,A feed loss (stream 1),0,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 8,Random,A/B/C composition of stream 4,57,0.986146095717884,0.97875,0.97875,0.9936548223350253,0.03125,0.02125
IDV 10,Random,C feed (stream 4) temperature,33,0.9205921938088829,0.855,0.855,0.9970845481049563,0.0125,0.145
IDV 11,Random,Cooling water inlet temperature of reactor,111,0.8050407709414381,0.67875,0.67875,0.9890710382513661,0.0375,0.32125
IDV 12,Random,Cooling water inlet temperature of separator,72,0.9925187032418954,0.995,0.995,0.9900497512437811,0.05,0.005
IDV 13,Drift,Reaction kinetics,24,0.9725239616613419,0.95125,0.95125,0.9947712418300654,0.025,0.04875
IDV 14,Stiction,Cooling water outlet valve of reactor,0,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,9,0.9384816753926702,0.89625,0.89625,0.9848901098901099,0.06875,0.10375
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.942257217847769,0.8975,0.8975,0.9917127071823204,0.0375,0.1025
IDV 18,Random,(unknown); deviations of heat transfer within condenser,108,0.9423328964613369,0.89875,0.89875,0.990358126721763,0.04375,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",138,0.9278074866310161,0.8675,0.8675,0.9971264367816092,0.0125,0.1325
IDV 20,Random,(unknown),9,0.8300510576221737,0.71125,0.71125,0.9964973730297724,0.0125,0.28875
IDV 21,Random,(unknown),42,0.5511669658886894,0.38375,0.38375,0.9777070063694268,0.04375,0.61625
