Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.1144859813084112,0.06125,0.06125,0.875,0.04375,0.93875
IDV 9,Random,D feed (stream 2) temperature,156,0.11214953271028037,0.06,0.06,0.8571428571428571,0.05,0.94
IDV 15,Stiction,Cooling water outlet valve of separator,123,0.13441483198146,0.0725,0.0725,0.9206349206349206,0.03125,0.9275
IDV 4,Step,Cooling water inlet temperature of reactor,12,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,12,0.43907156673114117,0.28375,0.28375,0.9700854700854701,0.04375,0.71625
IDV 7,Step,C header pressure loss (stream 4),51,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",27,0.9931719428926133,1.0,1.0,0.9864364981504316,0.06875,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",30,0.9868007542426146,0.98125,0.98125,0.9924146649810367,0.0375,0.01875
IDV 6,Step,A feed loss (stream 1),147,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 8,Random,A/B/C composition of stream 4,102,0.9580374435119431,0.9275,0.9275,0.9906542056074766,0.04375,0.0725
IDV 10,Random,C feed (stream 4) temperature,162,0.5269899359560841,0.36,0.36,0.9829351535836177,0.03125,0.64
IDV 11,Random,Cooling water inlet temperature of reactor,69,0.8948453608247422,0.81375,0.81375,0.9938931297709923,0.025,0.18625
IDV 12,Random,Cooling water inlet temperature of separator,87,0.9639175257731958,0.935,0.935,0.9946808510638298,0.025,0.065
IDV 13,Drift,Reaction kinetics,42,0.9713558243157225,0.95375,0.95375,0.9896238651102465,0.05,0.04625
IDV 14,Stiction,Cooling water outlet valve of reactor,12,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 16,Random,Heat transfer deviation in stripper,54,0.5055350553505535,0.3425,0.3425,0.9647887323943662,0.0625,0.6575
IDV 17,Random,Heat transfer deviation in reactor,3,0.9759797724399494,0.965,0.965,0.9872122762148338,0.0625,0.035
IDV 18,Random,Heat transfer deviation in condenser,9,0.9472312703583061,0.90875,0.90875,0.9891156462585035,0.05,0.09125
IDV 19,Stiction,Recycle valve underflow (separator/stripper),63,0.4622731614135626,0.3025,0.3025,0.979757085020243,0.03125,0.6975
IDV 20,Random,(unknown),30,0.7374999999999999,0.59,0.59,0.9833333333333333,0.05,0.41
IDV 21,Random,(unknown),51,0.6715806715806716,0.5125,0.5125,0.9738717339667459,0.06875,0.4875
