Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,9,0.07913669064748202,0.04125,0.04125,0.9705882352941176,0.00625,0.95875
IDV 9,Random,D feed (stream 2) temperature,0,0.08264462809917356,0.04375,0.04375,0.7446808510638298,0.075,0.95625
IDV 15,Stiction,Cooling water outlet valve of separator,15,0.12149532710280375,0.065,0.065,0.9285714285714286,0.025,0.935
IDV 4,Step,Cooling water inlet temperature of reactor,222,0.9815873015873016,0.96625,0.96625,0.9974193548387097,0.0125,0.03375
IDV 5,Step,Cooling water inlet temperature of separator,222,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 7,Step,C header pressure loss (stream 4),192,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",9,0.9968691296180339,0.995,0.995,0.998745294855709,0.00625,0.005
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9874371859296482,0.9825,0.9825,0.9924242424242424,0.0375,0.0175
IDV 6,Step,A feed loss (stream 1),6,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 8,Random,A/B/C composition of stream 4,405,0.9886792452830189,0.9825,0.9825,0.9949367088607595,0.025,0.0175
IDV 10,Random,C feed (stream 4) temperature,3,0.8477011494252873,0.7375,0.7375,0.9966216216216216,0.0125,0.2625
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8597733711048159,0.75875,0.75875,0.9918300653594772,0.03125,0.24125
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9931120851596743,0.99125,0.99125,0.9949811794228356,0.025,0.00875
IDV 13,Drift,Reaction kinetics,21,0.9712092130518234,0.94875,0.94875,0.9947575360419397,0.025,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,6,0.811387900355872,0.7125,0.7125,0.9421487603305785,0.21875,0.2875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9777495232040687,0.96125,0.96125,0.9948253557567918,0.025,0.03875
IDV 18,Random,(unknown); deviations of heat transfer within condenser,12,0.9435695538057743,0.89875,0.89875,0.9930939226519337,0.03125,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",21,0.38599999999999995,0.24125,0.24125,0.965,0.04375,0.75875
IDV 20,Random,(unknown),57,0.7552447552447552,0.6075,0.6075,0.997946611909651,0.00625,0.3925
IDV 21,Random,(unknown),3,0.6274509803921569,0.46,0.46,0.9865951742627346,0.03125,0.54
