Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.11007025761124122,0.05875,0.05875,0.8703703703703703,0.04375,0.94125
IDV 9,Random,D feed (stream 2) temperature,132,0.08303677342823251,0.04375,0.04375,0.813953488372093,0.05,0.95625
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.16704805491990848,0.09125,0.09125,0.9864864864864865,0.00625,0.90875
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9937888198757764,1.0,1.0,0.9876543209876543,0.0625,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.591304347826087,0.425,0.425,0.9714285714285714,0.0625,0.575
IDV 7,Step,C header pressure loss (stream 4),15,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9968808484092326,0.99875,0.99875,0.9950186799501868,0.025,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",90,0.9881026925485286,0.98625,0.98625,0.9899623588456713,0.05,0.01375
IDV 6,Step,A feed loss (stream 1),0,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 8,Random,A/B/C composition of stream 4,207,0.9886792452830189,0.9825,0.9825,0.9949367088607595,0.025,0.0175
IDV 10,Random,C feed (stream 4) temperature,276,0.6953696181965882,0.535,0.535,0.9930394431554525,0.01875,0.465
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.9128966914247131,0.845,0.845,0.9926578560939795,0.03125,0.155
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9893816364772017,0.99,0.99,0.9887640449438202,0.05625,0.01
IDV 13,Drift,Reaction kinetics,471,0.9717586649550706,0.94625,0.94625,0.9986807387862797,0.00625,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,165,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.5546666666666666,0.39,0.39,0.96,0.08125,0.61
IDV 17,Random,(unknown); deviations of heat transfer within reactor,117,0.9732824427480916,0.95625,0.95625,0.9909326424870466,0.04375,0.04375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,450,0.9495081967213115,0.905,0.905,0.9986206896551724,0.00625,0.095
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",57,0.4906015037593984,0.32625,0.32625,0.9886363636363636,0.01875,0.67375
IDV 20,Random,(unknown),18,0.7284243863816311,0.575,0.575,0.9935205183585313,0.01875,0.425
IDV 21,Random,(unknown),42,0.6161790017211703,0.4475,0.4475,0.988950276243094,0.025,0.5525
