Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,0,0.09252669039145908,0.04875,0.04875,0.9069767441860465,0.025,0.95125
IDV 9,Random,D feed (stream 2) temperature,0,0.08726415094339622,0.04625,0.04625,0.7708333333333334,0.06875,0.95375
IDV 15,Stiction,Cooling water outlet valve of separator,15,0.12602100350058343,0.0675,0.0675,0.9473684210526315,0.01875,0.9325
IDV 4,Step,Cooling water inlet temperature of reactor,204,0.9816106531388713,0.9675,0.9675,0.9961389961389961,0.01875,0.0325
IDV 5,Step,Cooling water inlet temperature of separator,204,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 7,Step,C header pressure loss (stream 4),174,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",21,0.9968730456535334,0.99625,0.99625,0.9974968710888611,0.0125,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9886934673366835,0.98375,0.98375,0.9936868686868687,0.03125,0.01625
IDV 6,Step,A feed loss (stream 1),6,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.988042794210195,0.98125,0.98125,0.9949302915082383,0.025,0.01875
IDV 10,Random,C feed (stream 4) temperature,3,0.8429394812680115,0.73125,0.73125,0.9948979591836735,0.01875,0.26875
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8475304223335719,0.74,0.74,0.9916247906197655,0.03125,0.26
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9931120851596743,0.99125,0.99125,0.9949811794228356,0.025,0.00875
IDV 13,Drift,Reaction kinetics,21,0.9705882352941176,0.94875,0.94875,0.993455497382199,0.03125,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,9,0.816034359341446,0.7125,0.7125,0.9547738693467337,0.16875,0.2875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9777211966900063,0.96,0.96,0.9961089494163424,0.01875,0.04
IDV 18,Random,(unknown); deviations of heat transfer within condenser,3,0.9441891004596192,0.89875,0.89875,0.9944674965421854,0.025,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",21,0.38152610441767065,0.2375,0.2375,0.9693877551020408,0.0375,0.7625
IDV 20,Random,(unknown),0,0.7617579028527371,0.6175,0.6175,0.993963782696177,0.01875,0.3825
IDV 21,Random,(unknown),3,0.6378286683630194,0.47,0.47,0.9920844327176781,0.01875,0.53
