Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,105,0.08799048751486326,0.04625,0.04625,0.9024390243902439,0.025,0.95375
IDV 9,Random,D feed (stream 2) temperature,132,0.09568261376896148,0.05125,0.05125,0.7192982456140351,0.1,0.94875
IDV 15,Stiction,Cooling water outlet valve of separator,129,0.11723329425556858,0.0625,0.0625,0.9433962264150944,0.01875,0.9375
IDV 4,Step,Cooling water inlet temperature of reactor,165,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 5,Step,Cooling water inlet temperature of separator,165,0.5699020480854853,0.4,0.4,0.9907120743034056,0.01875,0.6
IDV 7,Step,C header pressure loss (stream 4),423,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",102,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",495,0.9937106918238994,0.9875,0.9875,1.0,0.0,0.0125
IDV 6,Step,A feed loss (stream 1),381,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 8,Random,A/B/C composition of stream 4,207,0.987452948557089,0.98375,0.98375,0.9911838790931989,0.04375,0.01625
IDV 10,Random,C feed (stream 4) temperature,390,0.8133333333333334,0.68625,0.68625,0.9981818181818182,0.00625,0.31375
IDV 11,Random,Cooling water inlet temperature of reactor,120,0.8720112517580871,0.775,0.775,0.9967845659163987,0.0125,0.225
IDV 12,Random,Cooling water inlet temperature of separator,228,0.9924717691342535,0.98875,0.98875,0.9962216624685138,0.01875,0.01125
IDV 13,Drift,Reaction kinetics,114,0.9737683941138836,0.95125,0.95125,0.9973787680209698,0.0125,0.04875
IDV 14,Stiction,Cooling water outlet valve of reactor,129,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,198,0.7786946736684172,0.64875,0.64875,0.9737335834896811,0.0875,0.35125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,180,0.9784537389100126,0.965,0.965,0.9922879177377892,0.0375,0.035
IDV 18,Random,(unknown); deviations of heat transfer within condenser,75,0.9449541284403671,0.90125,0.90125,0.9931129476584022,0.03125,0.09875
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",216,0.5716829919857525,0.40125,0.40125,0.9938080495356038,0.0125,0.59875
IDV 20,Random,(unknown),681,0.7767584097859327,0.635,0.635,1.0,0.0,0.365
IDV 21,Random,(unknown),111,0.5875109938434476,0.4175,0.4175,0.9910979228486647,0.01875,0.5825
