Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,99,0.11007025761124122,0.05875,0.05875,0.8703703703703703,0.04375,0.94125
IDV 9,Random,D feed (stream 2) temperature,108,0.12514484356894554,0.0675,0.0675,0.8571428571428571,0.05625,0.9325
IDV 15,Stiction,Cooling water outlet valve of separator,177,0.20489977728285075,0.115,0.115,0.9387755102040817,0.0375,0.885
IDV 4,Step,Cooling water inlet temperature of reactor,108,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,108,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",30,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",72,0.9893283113622098,0.985,0.985,0.9936948297604036,0.03125,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,57,0.9887076537013803,0.985,0.985,0.9924433249370277,0.0375,0.015
IDV 10,Random,C feed (stream 4) temperature,33,0.928428093645485,0.8675,0.8675,0.9985611510791367,0.00625,0.1325
IDV 11,Random,Cooling water inlet temperature of reactor,138,0.8217168011738811,0.7,0.7,0.9946714031971581,0.01875,0.3
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9937578027465668,0.995,0.995,0.9925187032418953,0.0375,0.005
IDV 13,Drift,Reaction kinetics,24,0.9705128205128205,0.94625,0.94625,0.9960526315789474,0.01875,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,330,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,78,0.9404145077720207,0.9075,0.9075,0.9758064516129032,0.1125,0.0925
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9712460063897763,0.95,0.95,0.9934640522875817,0.03125,0.05
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.9448094612352169,0.89875,0.89875,0.9958448753462604,0.01875,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",138,0.9206989247311828,0.85625,0.85625,0.9956395348837209,0.01875,0.14375
IDV 20,Random,(unknown),9,0.8507890961262554,0.74125,0.74125,0.9983164983164983,0.00625,0.25875
IDV 21,Random,(unknown),42,0.6385846672283066,0.47375,0.47375,0.979328165374677,0.05,0.52625
