Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,6,0.07637231503579953,0.04,0.04,0.8421052631578947,0.0375,0.96
IDV 9,Random,D feed (stream 2) temperature,0,0.07337278106508877,0.03875,0.03875,0.6888888888888889,0.0875,0.96125
IDV 15,Stiction,Cooling water outlet valve of separator,6,0.15296803652968038,0.08375,0.08375,0.881578947368421,0.05625,0.91625
IDV 4,Step,Cooling water inlet temperature of reactor,30,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 5,Step,Cooling water inlet temperature of separator,30,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 7,Step,C header pressure loss (stream 4),75,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",6,0.9931464174454828,0.99625,0.99625,0.9900621118012423,0.05,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9855799373040752,0.9825,0.9825,0.9886792452830189,0.05625,0.0175
IDV 6,Step,A feed loss (stream 1),6,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 8,Random,A/B/C composition of stream 4,0,0.986180904522613,0.98125,0.98125,0.9911616161616161,0.04375,0.01875
IDV 10,Random,C feed (stream 4) temperature,3,0.8980150581793293,0.82,0.82,0.9924357034795764,0.03125,0.18
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8858131487889274,0.8,0.8,0.9922480620155039,0.03125,0.2
IDV 12,Random,Cooling water inlet temperature of separator,0,0.9906890130353817,0.9975,0.9975,0.9839704069050554,0.08125,0.0025
IDV 13,Drift,Reaction kinetics,21,0.9687300574345884,0.94875,0.94875,0.9895697522816167,0.05,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,9,0.8860244233378561,0.81625,0.81625,0.9688427299703264,0.13125,0.18375
IDV 17,Random,(unknown); deviations of heat transfer within reactor,117,0.9796954314720813,0.965,0.965,0.9948453608247423,0.025,0.035
IDV 18,Random,(unknown); deviations of heat transfer within condenser,0,0.943864229765013,0.90375,0.90375,0.9877049180327869,0.05625,0.09625
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",3,0.7589900535577659,0.62,0.62,0.9783037475345168,0.06875,0.38
IDV 20,Random,(unknown),0,0.7830687830687829,0.6475,0.6475,0.9904397705544933,0.03125,0.3525
IDV 21,Random,(unknown),3,0.6655683690280065,0.505,0.505,0.9758454106280193,0.0625,0.495
