Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,105,0.10600706713780919,0.05625,0.05625,0.9183673469387755,0.025,0.94375
IDV 9,Random,D feed (stream 2) temperature,45,0.12456747404844291,0.0675,0.0675,0.8059701492537313,0.08125,0.9325
IDV 15,Stiction,Cooling water outlet valve of separator,123,0.16572077185017023,0.09125,0.09125,0.9012345679012346,0.05,0.90875
IDV 4,Step,Cooling water inlet temperature of reactor,12,0.9937888198757764,1.0,1.0,0.9876543209876543,0.0625,0.0
IDV 5,Step,Cooling water inlet temperature of separator,12,0.46445497630331756,0.30625,0.30625,0.9607843137254902,0.0625,0.69375
IDV 7,Step,C header pressure loss (stream 4),15,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",24,0.9937810945273633,0.99875,0.99875,0.9888613861386139,0.05625,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",54,0.9881026925485286,0.98625,0.98625,0.9899623588456713,0.05,0.01375
IDV 6,Step,A feed loss (stream 1),72,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 8,Random,A/B/C composition of stream 4,81,0.9586028460543338,0.92625,0.92625,0.9932975871313673,0.03125,0.07375
IDV 10,Random,C feed (stream 4) temperature,30,0.6346801346801346,0.47125,0.47125,0.9716494845360825,0.06875,0.52875
IDV 11,Random,Cooling water inlet temperature of reactor,69,0.9152086137281292,0.85,0.85,0.9912536443148688,0.0375,0.15
IDV 12,Random,Cooling water inlet temperature of separator,12,0.9587096774193548,0.92875,0.92875,0.9906666666666667,0.04375,0.07125
IDV 13,Drift,Reaction kinetics,48,0.9719745222929936,0.95375,0.95375,0.990909090909091,0.04375,0.04625
IDV 14,Stiction,Cooling water outlet valve of reactor,45,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,Heat transfer deviation in stripper,54,0.6147260273972602,0.44875,0.44875,0.9755434782608695,0.05625,0.55125
IDV 17,Random,Heat transfer deviation in reactor,21,0.9772151898734178,0.965,0.965,0.9897435897435898,0.05,0.035
IDV 18,Random,Heat transfer deviation in condenser,9,0.9461388708630759,0.91125,0.91125,0.9838056680161943,0.075,0.08875
IDV 19,Stiction,Recycle valve underflow (separator/stripper),84,0.4493731918997107,0.29125,0.29125,0.9831223628691983,0.025,0.70875
IDV 20,Random,(unknown),135,0.7453124999999999,0.59625,0.59625,0.99375,0.01875,0.40375
IDV 21,Random,(unknown),57,0.7128082736674622,0.56,0.56,0.9803063457330415,0.05625,0.44
