Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.057831325301204814,0.03,0.03,0.8,0.0375,0.97
IDV 9,Random,D feed (stream 2) temperature,333,0.05535499398315283,0.02875,0.02875,0.7419354838709677,0.05,0.97125
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.13720930232558137,0.07375,0.07375,0.9833333333333333,0.00625,0.92625
IDV 4,Step,Cooling water inlet temperature of reactor,222,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 5,Step,Cooling water inlet temperature of separator,222,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 7,Step,C header pressure loss (stream 4),381,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9974968710888611,0.99625,0.99625,0.9987468671679198,0.00625,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9899497487437187,0.985,0.985,0.9949494949494949,0.025,0.015
IDV 6,Step,A feed loss (stream 1),381,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 8,Random,A/B/C composition of stream 4,393,0.9905482041587901,0.9825,0.9825,0.9987293519695044,0.00625,0.0175
IDV 10,Random,C feed (stream 4) temperature,534,0.9145183175033922,0.8425,0.8425,1.0,0.0,0.1575
IDV 11,Random,Cooling water inlet temperature of reactor,495,0.8973121984838043,0.81375,0.81375,1.0,0.0,0.18625
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 13,Drift,Reaction kinetics,471,0.9710982658959537,0.945,0.945,0.9986789960369881,0.00625,0.055
IDV 14,Stiction,Cooling water outlet valve of reactor,480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.9190981432360742,0.86625,0.86625,0.9788135593220338,0.09375,0.13375
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9796437659033079,0.9625,0.9625,0.9974093264248705,0.0125,0.0375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.9468154957321077,0.90125,0.90125,0.9972337482710927,0.0125,0.09875
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",459,0.8898128898128898,0.8025,0.8025,0.9984447900466563,0.00625,0.1975
IDV 20,Random,(unknown),681,0.8165680473372781,0.69,0.69,1.0,0.0,0.31
IDV 21,Random,(unknown),351,0.6020942408376964,0.43125,0.43125,0.9971098265895953,0.00625,0.56875
