Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.10514018691588786,0.05625,0.05625,0.8035714285714286,0.06875,0.94375
IDV 9,Random,D feed (stream 2) temperature,30,0.07600950118764846,0.04,0.04,0.7619047619047619,0.0625,0.96
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.18573046432616083,0.1025,0.1025,0.9879518072289156,0.00625,0.8975
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.6322033898305084,0.46625,0.46625,0.9815789473684211,0.04375,0.53375
IDV 7,Step,C header pressure loss (stream 4),15,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",63,0.9962593516209476,0.99875,0.99875,0.9937810945273632,0.03125,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",90,0.9887076537013803,0.985,0.985,0.9924433249370277,0.0375,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 8,Random,A/B/C composition of stream 4,90,0.9886506935687264,0.98,0.98,0.9974554707379135,0.0125,0.02
IDV 10,Random,C feed (stream 4) temperature,276,0.721518987341772,0.57,0.57,0.9827586206896551,0.05,0.43
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.9142471303173532,0.84625,0.84625,0.9941262848751835,0.025,0.15375
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9906073888541015,0.98875,0.98875,0.9924717691342535,0.0375,0.01125
IDV 13,Drift,Reaction kinetics,3,0.9705128205128205,0.94625,0.94625,0.9960526315789474,0.01875,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,129,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,189,0.6323777403035413,0.46875,0.46875,0.9715025906735751,0.06875,0.53125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.9746192893401014,0.96,0.96,0.9896907216494846,0.05,0.04
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.9502617801047121,0.9075,0.9075,0.9972527472527473,0.0125,0.0925
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",57,0.5078776645041706,0.3425,0.3425,0.982078853046595,0.03125,0.6575
IDV 20,Random,(unknown),18,0.7374213836477987,0.58625,0.58625,0.9936440677966102,0.01875,0.41375
IDV 21,Random,(unknown),42,0.6441821247892073,0.4775,0.4775,0.9896373056994818,0.025,0.5225
