Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,105,0.1144859813084112,0.06125,0.06125,0.875,0.04375,0.93875
IDV 9,Random,D feed (stream 2) temperature,69,0.10660486674391657,0.0575,0.0575,0.7301587301587301,0.10625,0.9425
IDV 15,Stiction,Cooling water outlet valve of separator,108,0.18426966292134833,0.1025,0.1025,0.9111111111111111,0.05,0.8975
IDV 4,Step,Cooling water inlet temperature of reactor,15,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 5,Step,Cooling water inlet temperature of separator,15,0.8159057437407953,0.6925,0.6925,0.992831541218638,0.025,0.3075
IDV 7,Step,C header pressure loss (stream 4),303,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",240,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",15,0.9930947897049592,0.98875,0.98875,0.9974779319041615,0.0125,0.01125
IDV 6,Step,A feed loss (stream 1),63,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 8,Random,A/B/C composition of stream 4,132,0.986180904522613,0.98125,0.98125,0.9911616161616161,0.04375,0.01875
IDV 10,Random,C feed (stream 4) temperature,171,0.8454349388928829,0.735,0.735,0.9949238578680203,0.01875,0.265
IDV 11,Random,Cooling water inlet temperature of reactor,162,0.8786610878661086,0.7875,0.7875,0.9936908517350158,0.025,0.2125
IDV 12,Random,Cooling water inlet temperature of separator,360,0.993103448275862,0.99,0.99,0.9962264150943396,0.01875,0.01
IDV 13,Drift,Reaction kinetics,114,0.9757343550446999,0.955,0.955,0.9973890339425587,0.0125,0.045
IDV 14,Stiction,Cooling water outlet valve of reactor,270,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,195,0.8392213410237923,0.7275,0.7275,0.9914821124361158,0.03125,0.2725
IDV 17,Random,(unknown); deviations of heat transfer within reactor,180,0.9797979797979798,0.97,0.97,0.9897959183673469,0.05,0.03
IDV 18,Random,(unknown); deviations of heat transfer within condenser,72,0.948264571054355,0.905,0.905,0.9958734525447043,0.01875,0.095
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",447,0.7059773828756059,0.54625,0.54625,0.997716894977169,0.00625,0.45375
IDV 20,Random,(unknown),126,0.7994011976047904,0.6675,0.6675,0.996268656716418,0.0125,0.3325
IDV 21,Random,(unknown),105,0.7072,0.5525,0.5525,0.9822222222222222,0.05,0.4475
