SPE,SPE_x0,SPE_x1,SPE_x2,SPE_x3,SPE_x4,SPE_x5,SPE_x6,SPE_x7,SPE_x8,SPE_x9,SPE_x10,SPE_x11,SPE_x12,SPE_x13,SPE_x14,SPE_x15,SPE_x16,SPE_x17,SPE_x18,SPE_x19,SPE_x20,SPE_x21,SPE_x22,SPE_x23,SPE_x24,SPE_x25,SPE_x26,SPE_x27,SPE_x28,SPE_x29,SPE_x30,SPE_x31,SPE_x32
4.111980506703151,9.636828457590568e-05,0.8409248179202249,0.11848125540384538,0.3316641120743408,0.0038622437868596707,0.033997347606090786,0.006507928168827548,0.2303810089068134,0.5499976245665036,0.06601038911663197,0.0015972991236345721,0.0003781619213186083,0.001598542504227181,0.10501025709765167,0.0007752664157601026,0.0035420566692760474,0.00016097529901319343,0.0051464154894960805,0.004707415975199839,0.013636157851071983,0.23887943235957812,0.17122966986883284,0.606923712902241,0.4820543589805536,0.00662285732617635,0.11532772431211749,0.08885413623092497,0.03642225490807587,0.00037798573957604137,0.0007612508280795515,0.008518442893847929,0.037143950898274124,0.00038908527351015805
1.8821690821355177,0.002806869837652742,0.016652010513652254,0.06567880853093586,0.16289372436720212,0.00016453350747704245,0.06698272098896044,0.021768460847913063,0.0262121618244444,0.3588728562936112,0.1221035751847176,0.022218973703335636,0.00010757670475718806,0.006193053900136494,0.18986508409812455,0.00027616143534196867,0.05625666000162569,0.00014177226803813872,0.004184829097764479,0.0052929377794633725,0.012184017637709571,0.02390535929421765,0.17434890481153106,0.013360737598475165,0.15896225676120104,0.0006646787074255254,0.12602978529522732,0.0662154879008339,0.11531555769797375,9.738171052235527e-05,0.0002939719877712851,0.00790429906700076,0.0537944600916731,0.00041941268880081513
2.912314628427116,0.0035860976608977913,0.08123370552579964,0.32909680885781945,0.23775934661174652,0.020024285047773496,0.07522412802290251,0.0016582909938625096,0.3054291870568734,0.30313229182829343,0.025793093682222917,0.005260831682188727,9.24250460839489e-07,0.0016579079526170455,0.033389634820720646,0.0018889862894633552,0.03275336190223436,0.0022151273782853526,0.0020502010472338104,0.0010307169896489963,0.0007638151825851297,0.03882013146856664,0.1339151952770543,0.4723030544265375,0.6928214658441625,0.00017755551024941095,0.03012903253925945,0.04727548795553584,0.013983746026812818,6.11452480123198e-07,0.001880982657238524,0.011795829014402636,0.001758028203028154,0.0035047652681581736
1.8242926360127194,0.0036429121516125783,0.2981153249810748,0.45815516148477786,0.053235913573812854,0.006530465207715914,0.0332635632278888,1.5947459827897413e-05,0.12956648519806024,0.37717388985391753,0.009289430542267621,0.10065422901439919,5.703158296685279e-06,4.145990288006044e-06,0.009377264195130922,0.00027540563505366183,0.002337909910805847,0.0008001005806676939,0.0040982559621937295,0.03320746624509546,0.031289573992914786,0.0417330170356791,0.024889777230123433,0.05984168096396171,0.05807440481874799,0.0015363667607947854,0.008006809994471514,0.026861822787038518,0.017827485340359397,5.258679780163039e-06,0.00027672409087212585,0.004043817966460597,0.029225815283638684,0.0009305066949892551
9.75619177174066,0.07379012553407593,0.23562851919192876,0.14834689474677537,0.10365318669312401,0.0012298910216919229,1.2607724176325206,2.4740154354454916e-06,0.018429338897968682,0.1538392859783458,0.014039120741195761,0.13336877426689384,0.00027720508851023716,0.003655196206795604,0.9032005827882243,0.001252714562290259,0.000435511896829181,0.010586888855136707,0.012260457328569462,0.008144473019320628,0.011155476600592051,0.22899592091467824,0.6503215565274568,3.930425499502172,0.1091870954503982,0.06338287702255409,1.3932415175664338e-05,0.028963375563318135,0.0009970956467557919,0.0002801228515650446,0.0012429686018231184,0.0007275868816436231,1.6378236736852143,0.009761531611679567
6.94268981621475,0.023543834290970515,0.5355356291789725,0.8521149783305911,0.0030043998030120397,4.898418437535891e-06,0.0016038796690165831,0.004172261945437323,2.45553510825393,1.0101333201234408,0.0019573836518745483,0.004780076801058395,3.7071224036742904e-05,0.005771973699233221,0.15397529914262773,0.005546050568795771,0.09799477836944304,0.0035677635360691637,0.012224338079899819,0.0582785029613286,0.05534391685549113,0.16329412207300412,0.07628077078462571,0.4908921116345315,0.010845663675191007,0.0051570677899958825,0.05793772829832536,0.5927984969069675,0.01406731930477964,3.6008012585937776e-05,0.005536808764533903,0.011006277088285832,0.2257106038196489,0.004001373158608059
5.482790296156694,0.0076815792540890415,1.0719378425009984,0.14878605007783954,0.131356273963454,0.009936688515556333,0.6264068963645014,0.07092115888390242,0.0021227015796154917,0.6948134949142538,8.972874014109879e-05,0.7758569543818598,7.092152146150348e-07,0.12213204117261395,0.6350597212434894,0.0021191116840818453,0.28383320771229026,0.004687511286590196,0.004790482007458528,0.040590909435586936,0.20453104390938634,0.007776090499255733,0.13174967495348563,0.084064562741485,0.09965711551922433,0.020721930481252752,0.0025543333238623595,0.06377302372731658,0.008711034652469266,4.751552313507863e-07,0.0021610041485784345,2.4322569668675102e-05,0.21910232519840142,0.004840296343538437
3.7664341527929386,0.09325444375207863,0.16850029043822723,0.17166070755020468,0.24165489492435346,0.0001491447496046404,0.2819287474605278,0.09645673899516473,0.20814195948058245,0.22949647781255098,1.4857646629053095e-05,1.848897160846113e-05,0.000442339003454356,0.07281411614204175,0.243005843052516,0.0013912982408135048,0.18630714353342742,1.5289373365791734e-06,0.018705323508110064,0.053848067027279636,0.13123137112730632,0.0757479562688924,0.4409999974141895,0.5399713768607756,0.001281533766737591,0.0840377958786994,0.019907278647182388,0.3396755574375665,0.023765337576084365,0.00041815839130592334,0.0013996894388666702,7.0764457674091095e-06,0.04015871639819585,3.9895914857039066e-05
4.854435072386944,0.0031140382608195872,0.7336564046294664,0.1132965531190771,0.6587132199525523,0.007013495148955157,0.2726566442197778,0.00801249222441686,0.33690874848356644,0.5473549628576577,0.015916290613896246,0.29450362769239946,0.0002863184855934545,0.006009547682005413,0.05256928471336527,0.003541511448027825,0.0020637078621104734,0.0012007171847338125,0.0010553093111297905,0.11927387124863403,0.058853342373273033,0.565427766740044,8.219693304236663e-07,0.323003729851184,0.45987318001102423,0.017244483860666553,0.09041114016000465,0.009115872475460059,0.0033899178554543563,0.0002919084775609903,0.0035098764113741677,0.12396529644902499,0.016619838678797967,0.0055811519355596795
3.990587460321434,0.018430556395044092,0.12026875579663321,0.039870655252392445,0.45274144335051464,0.01962136068032952,0.25223892319726493,0.06950211180376642,0.34331429589964796,0.4853936308684098,0.025039974196008927,0.16644022055794433,0.0012935998411361988,0.05026450432496677,0.008180596553051837,0.0010279895949299415,0.031635184742297116,0.0005904805985378589,0.013898062967073747,0.05930210394233519,0.007001317602175339,0.003812787893553141,0.5427795708277259,0.4022732837297522,0.6334799165010198,0.05628891323443618,0.10476479344212433,0.016564589864697197,0.00046268424820543346,0.0012924553787830848,0.001016977267905607,0.014687850522042111,0.04432952741849556,0.002778341828233631
