Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,150,0.09467455621301775,0.05,0.05,0.8888888888888888,0.03125,0.95
IDV 9,Random,D feed (stream 2) temperature,66,0.11368909512761019,0.06125,0.06125,0.7903225806451613,0.08125,0.93875
IDV 15,Stiction,Cooling water outlet valve of separator,42,0.13194444444444442,0.07125,0.07125,0.890625,0.04375,0.92875
IDV 4,Step,Cooling water inlet temperature of reactor,3,0.9950186799501868,0.99875,0.99875,0.9913151364764268,0.04375,0.00125
IDV 5,Step,Cooling water inlet temperature of separator,3,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",147,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",156,0.9905601006922593,0.98375,0.98375,0.9974651457541192,0.0125,0.01625
IDV 6,Step,A feed loss (stream 1),66,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 8,Random,A/B/C composition of stream 4,57,0.9893014474512272,0.9825,0.9825,0.9961977186311787,0.01875,0.0175
IDV 10,Random,C feed (stream 4) temperature,282,0.9177897574123989,0.85125,0.85125,0.9956140350877193,0.01875,0.14875
IDV 11,Random,Cooling water inlet temperature of reactor,345,0.8435472242249459,0.73125,0.73125,0.9965928449744463,0.0125,0.26875
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9931378665003119,0.995,0.995,0.9912826899128269,0.04375,0.005
IDV 13,Drift,Reaction kinetics,48,0.9731457800511509,0.95125,0.95125,0.9960732984293194,0.01875,0.04875
IDV 14,Stiction,Cooling water outlet valve of reactor,303,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,78,0.923790589794566,0.87125,0.87125,0.9830747531734838,0.075,0.12875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,153,0.9765970904490828,0.965,0.965,0.9884763124199744,0.05625,0.035
IDV 18,Random,(unknown); deviations of heat transfer within condenser,123,0.9448094612352169,0.89875,0.89875,0.9958448753462604,0.01875,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",138,0.924110141034251,0.86,0.86,0.9985486211901307,0.00625,0.14
IDV 20,Random,(unknown),282,0.8412698412698413,0.72875,0.72875,0.9948805460750854,0.01875,0.27125
IDV 21,Random,(unknown),36,0.6046511627906976,0.43875,0.43875,0.9722991689750693,0.0625,0.56125
