Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,102,0.15525114155251143,0.085,0.085,0.8947368421052632,0.05,0.915
IDV 9,Random,D feed (stream 2) temperature,111,0.14623172103487064,0.08125,0.08125,0.7303370786516854,0.15,0.91875
IDV 15,Stiction,Cooling water outlet valve of separator,39,0.16590909090909092,0.09125,0.09125,0.9125,0.04375,0.90875
IDV 4,Step,Cooling water inlet temperature of reactor,117,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,117,0.7251184834123223,0.57375,0.57375,0.9849785407725322,0.04375,0.42625
IDV 7,Step,C header pressure loss (stream 4),66,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",117,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",60,0.9905838041431261,0.98625,0.98625,0.9949558638083228,0.025,0.01375
IDV 6,Step,A feed loss (stream 1),27,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 8,Random,A/B/C composition of stream 4,132,0.9849056603773584,0.97875,0.97875,0.9911392405063291,0.04375,0.02125
IDV 10,Random,C feed (stream 4) temperature,276,0.8097705403404886,0.68375,0.68375,0.9927404718693285,0.025,0.31625
IDV 11,Random,Cooling water inlet temperature of reactor,15,0.8982935153583618,0.8225,0.8225,0.9894736842105263,0.04375,0.1775
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9887920298879203,0.9925,0.9925,0.9851116625310173,0.075,0.0075
IDV 13,Drift,Reaction kinetics,153,0.9719745222929936,0.95375,0.95375,0.990909090909091,0.04375,0.04625
IDV 14,Stiction,Cooling water outlet valve of reactor,129,0.9943995021779715,0.99875,0.99875,0.990086741016109,0.05,0.00125
IDV 16,Random,(unknown); deviations of heat transfer within stripper,54,0.7866666666666665,0.66375,0.66375,0.9654545454545455,0.11875,0.33625
IDV 17,Random,(unknown); deviations of heat transfer within reactor,21,0.980564263322884,0.9775,0.9775,0.9836477987421384,0.08125,0.0225
IDV 18,Random,(unknown); deviations of heat transfer within condenser,222,0.9510124101894186,0.91,0.91,0.9958960328317373,0.01875,0.09
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",84,0.7161084529505582,0.56125,0.56125,0.9889867841409692,0.03125,0.43875
IDV 20,Random,(unknown),222,0.8098068350668648,0.68125,0.68125,0.9981684981684982,0.00625,0.31875
IDV 21,Random,(unknown),111,0.6013864818024264,0.43375,0.43375,0.980225988700565,0.04375,0.56625
