Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.12050984936268831,0.065,0.065,0.8253968253968254,0.06875,0.935
IDV 9,Random,D feed (stream 2) temperature,30,0.09101516919486582,0.04875,0.04875,0.6842105263157895,0.1125,0.95125
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.2080536912751678,0.11625,0.11625,0.9893617021276596,0.00625,0.88375
IDV 4,Step,Cooling water inlet temperature of reactor,15,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,15,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 7,Step,C header pressure loss (stream 4),381,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",66,0.995638629283489,0.99875,0.99875,0.9925465838509316,0.0375,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9887076537013803,0.985,0.985,0.9924433249370277,0.0375,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 8,Random,A/B/C composition of stream 4,150,0.9911949685534591,0.985,0.985,0.9974683544303797,0.0125,0.015
IDV 10,Random,C feed (stream 4) temperature,276,0.9314703925482369,0.875,0.875,0.9957325746799431,0.01875,0.125
IDV 11,Random,Cooling water inlet temperature of reactor,165,0.9132791327913279,0.8425,0.8425,0.9970414201183432,0.0125,0.1575
IDV 12,Random,Cooling water inlet temperature of separator,63,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 13,Drift,Reaction kinetics,114,0.9711353431686979,0.94625,0.94625,0.997364953886693,0.0125,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,153,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.9418604651162791,0.91125,0.91125,0.9745989304812834,0.11875,0.08875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9777495232040687,0.96125,0.96125,0.9948253557567918,0.025,0.03875
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.9530638852672751,0.91375,0.91375,0.9959128065395095,0.01875,0.08625
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",411,0.9474375821287779,0.90125,0.90125,0.9986149584487535,0.00625,0.09875
IDV 20,Random,(unknown),18,0.8690140845070422,0.77125,0.77125,0.9951612903225806,0.01875,0.22875
IDV 21,Random,(unknown),42,0.6120689655172413,0.44375,0.44375,0.9861111111111112,0.03125,0.55625
