Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.11655011655011654,0.0625,0.0625,0.8620689655172413,0.05,0.9375
IDV 9,Random,D feed (stream 2) temperature,45,0.15192743764172337,0.08375,0.08375,0.8170731707317073,0.09375,0.91625
IDV 15,Stiction,Cooling water outlet valve of separator,123,0.16968325791855204,0.09375,0.09375,0.8928571428571429,0.05625,0.90625
IDV 4,Step,Cooling water inlet temperature of reactor,12,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,12,0.43343051506316815,0.27875,0.27875,0.9737991266375546,0.0375,0.72125
IDV 7,Step,C header pressure loss (stream 4),36,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",24,0.9931719428926133,1.0,1.0,0.9864364981504316,0.06875,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",228,0.9829867674858223,0.975,0.975,0.9911054637865311,0.04375,0.025
IDV 6,Step,A feed loss (stream 1),18,0.9931719428926133,1.0,1.0,0.9864364981504316,0.06875,0.0
IDV 8,Random,A/B/C composition of stream 4,102,0.9532467532467533,0.9175,0.9175,0.9918918918918919,0.0375,0.0825
IDV 10,Random,C feed (stream 4) temperature,30,0.5888501742160279,0.4225,0.4225,0.9712643678160919,0.0625,0.5775
IDV 11,Random,Cooling water inlet temperature of reactor,69,0.9055064581917063,0.8325,0.8325,0.992548435171386,0.03125,0.1675
IDV 12,Random,Cooling water inlet temperature of separator,12,0.9560155239327296,0.92375,0.92375,0.9906166219839142,0.04375,0.07625
IDV 13,Drift,Reaction kinetics,48,0.9713922441195167,0.955,0.955,0.9883570504527813,0.05625,0.045
IDV 14,Stiction,Cooling water outlet valve of reactor,45,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 16,Random,Heat transfer deviation in stripper,54,0.5664028144239226,0.4025,0.4025,0.9554896142433235,0.09375,0.5975
IDV 17,Random,Heat transfer deviation in reactor,3,0.9753632343651295,0.965,0.965,0.9859514687100894,0.06875,0.035
IDV 18,Random,Heat transfer deviation in condenser,72,0.9466840052015605,0.91,0.91,0.986449864498645,0.0625,0.09
IDV 19,Stiction,Recycle valve underflow (separator/stripper),63,0.4815864022662889,0.31875,0.31875,0.9845559845559846,0.025,0.68125
IDV 20,Random,(unknown),78,0.740452065471551,0.59375,0.59375,0.9834368530020704,0.05,0.40625
IDV 21,Random,(unknown),51,0.6839126919967664,0.52875,0.52875,0.9679633867276888,0.0875,0.47125
