Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.09669811320754716,0.05125,0.05125,0.8541666666666666,0.04375,0.94875
IDV 9,Random,D feed (stream 2) temperature,333,0.08047337278106509,0.0425,0.0425,0.7555555555555555,0.06875,0.9575
IDV 15,Stiction,Cooling water outlet valve of separator,672,0.1566820276497696,0.085,0.085,1.0,0.0,0.915
IDV 4,Step,Cooling water inlet temperature of reactor,201,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 5,Step,Cooling water inlet temperature of separator,201,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 7,Step,C header pressure loss (stream 4),381,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",165,0.9968769519050594,0.9975,0.9975,0.9962546816479401,0.01875,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9887076537013803,0.985,0.985,0.9924433249370277,0.0375,0.015
IDV 6,Step,A feed loss (stream 1),162,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,393,0.9905482041587901,0.9825,0.9825,0.9987293519695044,0.00625,0.0175
IDV 10,Random,C feed (stream 4) temperature,276,0.9105691056910568,0.84,0.84,0.9940828402366864,0.025,0.16
IDV 11,Random,Cooling water inlet temperature of reactor,495,0.9056087551299589,0.8275,0.8275,1.0,0.0,0.1725
IDV 12,Random,Cooling water inlet temperature of separator,81,0.9962546816479401,0.9975,0.9975,0.9950124688279302,0.025,0.0025
IDV 13,Drift,Reaction kinetics,471,0.9724182168056448,0.9475,0.9475,0.9986824769433466,0.00625,0.0525
IDV 14,Stiction,Cooling water outlet valve of reactor,129,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.9193121693121694,0.86875,0.86875,0.976123595505618,0.10625,0.13125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9796696315120711,0.96375,0.96375,0.9961240310077519,0.01875,0.03625
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.9495743287491814,0.90625,0.90625,0.9972489683631361,0.0125,0.09375
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",459,0.8828451882845187,0.79125,0.79125,0.998422712933754,0.00625,0.20875
IDV 20,Random,(unknown),18,0.8351488743645606,0.71875,0.71875,0.9965337954939342,0.0125,0.28125
IDV 21,Random,(unknown),351,0.607638888888889,0.4375,0.4375,0.9943181818181818,0.0125,0.5625
