Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,102,0.09692671394799053,0.05125,0.05125,0.8913043478260869,0.03125,0.94875
IDV 9,Random,D feed (stream 2) temperature,111,0.10304449648711944,0.055,0.055,0.8148148148148148,0.0625,0.945
IDV 15,Stiction,Cooling water outlet valve of separator,42,0.13641618497109825,0.07375,0.07375,0.9076923076923077,0.0375,0.92625
IDV 4,Step,Cooling water inlet temperature of reactor,3,0.9835858585858586,0.97375,0.97375,0.9936224489795918,0.03125,0.02625
IDV 5,Step,Cooling water inlet temperature of separator,3,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9968769519050594,0.9975,0.9975,0.9962546816479401,0.01875,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",72,0.986784140969163,0.98,0.98,0.9936628643852978,0.03125,0.02
IDV 6,Step,A feed loss (stream 1),66,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 8,Random,A/B/C composition of stream 4,57,0.9874371859296482,0.9825,0.9825,0.9924242424242424,0.0375,0.0175
IDV 10,Random,C feed (stream 4) temperature,495,0.9174560216508796,0.8475,0.8475,1.0,0.0,0.1525
IDV 11,Random,Cooling water inlet temperature of reactor,345,0.8542857142857143,0.7475,0.7475,0.9966666666666667,0.0125,0.2525
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9918902058640051,0.99375,0.99375,0.9900373599003736,0.05,0.00625
IDV 13,Drift,Reaction kinetics,117,0.975796178343949,0.9575,0.9575,0.9948051948051948,0.025,0.0425
IDV 14,Stiction,Cooling water outlet valve of reactor,303,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,78,0.9286657859973579,0.87875,0.87875,0.9845938375350141,0.06875,0.12125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,153,0.9785624211853721,0.97,0.97,0.9872773536895675,0.0625,0.03
IDV 18,Random,(unknown); deviations of heat transfer within condenser,144,0.9455737704918034,0.90125,0.90125,0.9944827586206897,0.025,0.09875
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",138,0.9228705566733736,0.86,0.86,0.9956584659913169,0.01875,0.14
IDV 20,Random,(unknown),30,0.8460987831066571,0.73875,0.73875,0.9899497487437185,0.0375,0.26125
IDV 21,Random,(unknown),36,0.6410041841004184,0.47875,0.47875,0.9696202531645569,0.075,0.52125
