Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,522,0.04878048780487806,0.025,0.025,1.0,0.0,0.975
IDV 9,Random,D feed (stream 2) temperature,0,0.05078597339782346,0.02625,0.02625,0.7777777777777778,0.0375,0.97375
IDV 15,Stiction,Cooling water outlet valve of separator,6,0.10600706713780919,0.05625,0.05625,0.9183673469387755,0.025,0.94375
IDV 4,Step,Cooling water inlet temperature of reactor,204,0.9886649874055415,0.98125,0.98125,0.9961928934010152,0.01875,0.01875
IDV 5,Step,Cooling water inlet temperature of separator,204,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 7,Step,C header pressure loss (stream 4),192,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",9,0.9968691296180339,0.995,0.995,0.998745294855709,0.00625,0.005
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9874371859296482,0.9825,0.9825,0.9924242424242424,0.0375,0.0175
IDV 6,Step,A feed loss (stream 1),6,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,237,0.9892879647132954,0.98125,0.98125,0.9974587039390089,0.0125,0.01875
IDV 10,Random,C feed (stream 4) temperature,3,0.8182487122884473,0.695,0.695,0.9946332737030411,0.01875,0.305
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8538845331432645,0.74875,0.74875,0.9933665008291874,0.025,0.25125
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9931120851596743,0.99125,0.99125,0.9949811794228356,0.025,0.00875
IDV 13,Drift,Reaction kinetics,21,0.9699680511182109,0.94875,0.94875,0.9921568627450981,0.0375,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,6,0.7786824574389339,0.6575,0.6575,0.9546279491833031,0.15625,0.3425
IDV 17,Random,(unknown); deviations of heat transfer within reactor,111,0.9770408163265306,0.9575,0.9575,0.9973958333333334,0.0125,0.0425
IDV 18,Random,(unknown); deviations of heat transfer within condenser,3,0.9441891004596192,0.89875,0.89875,0.9944674965421854,0.025,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",21,0.3490759753593429,0.2125,0.2125,0.9770114942528736,0.025,0.7875
IDV 20,Random,(unknown),0,0.7120000000000001,0.55625,0.55625,0.9888888888888889,0.03125,0.44375
IDV 21,Random,(unknown),3,0.6132644272179156,0.445,0.445,0.9861495844875346,0.03125,0.555
