Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,102,0.11901983663943991,0.06375,0.06375,0.8947368421052632,0.0375,0.93625
IDV 9,Random,D feed (stream 2) temperature,135,0.13808975834292292,0.075,0.075,0.8695652173913043,0.05625,0.925
IDV 15,Stiction,Cooling water outlet valve of separator,123,0.10760233918128655,0.0575,0.0575,0.8363636363636363,0.05625,0.9425
IDV 4,Step,Cooling water inlet temperature of reactor,3,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 5,Step,Cooling water inlet temperature of separator,3,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 7,Step,C header pressure loss (stream 4),69,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",144,0.9950062421972534,0.99625,0.99625,0.9937655860349127,0.03125,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",156,0.9911949685534591,0.985,0.985,0.9974683544303797,0.0125,0.015
IDV 6,Step,A feed loss (stream 1),66,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 8,Random,A/B/C composition of stream 4,0,0.9843063402385437,0.98,0.98,0.9886506935687264,0.05625,0.02
IDV 10,Random,C feed (stream 4) temperature,33,0.9136302294197031,0.84625,0.84625,0.9926686217008798,0.03125,0.15375
IDV 11,Random,Cooling water inlet temperature of reactor,321,0.8313953488372092,0.715,0.715,0.9930555555555556,0.025,0.285
IDV 12,Random,Cooling water inlet temperature of separator,33,0.9943855271366189,0.99625,0.99625,0.9925280199252802,0.0375,0.00375
IDV 13,Drift,Reaction kinetics,153,0.9705882352941176,0.94875,0.94875,0.993455497382199,0.03125,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,240,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,27,0.927055702917772,0.87375,0.87375,0.9872881355932204,0.05625,0.12625
IDV 17,Random,(unknown); deviations of heat transfer within reactor,198,0.9700063816209318,0.95,0.95,0.9908735332464146,0.04375,0.05
IDV 18,Random,(unknown); deviations of heat transfer within condenser,108,0.9437172774869109,0.90125,0.90125,0.9903846153846154,0.04375,0.09875
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",6,0.9092140921409214,0.83875,0.83875,0.992603550295858,0.03125,0.16125
IDV 20,Random,(unknown),390,0.8557142857142858,0.74875,0.74875,0.9983333333333333,0.00625,0.25125
IDV 21,Random,(unknown),111,0.6223358908780903,0.45625,0.45625,0.9785522788203753,0.05,0.54375
