Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,102,0.09917355371900827,0.0525,0.0525,0.8936170212765957,0.03125,0.9475
IDV 9,Random,D feed (stream 2) temperature,66,0.12226066897347175,0.06625,0.06625,0.7910447761194029,0.0875,0.93375
IDV 15,Stiction,Cooling water outlet valve of separator,36,0.16118047673098748,0.08875,0.08875,0.8765432098765432,0.0625,0.91125
IDV 4,Step,Cooling water inlet temperature of reactor,15,0.9937888198757764,1.0,1.0,0.9876543209876543,0.0625,0.0
IDV 5,Step,Cooling water inlet temperature of separator,15,0.4629981024667931,0.305,0.305,0.9606299212598425,0.0625,0.695
IDV 7,Step,C header pressure loss (stream 4),15,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",72,0.9950186799501868,0.99875,0.99875,0.9913151364764268,0.04375,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",78,0.9880277252678008,0.98,0.98,0.9961880559085133,0.01875,0.02
IDV 6,Step,A feed loss (stream 1),162,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 8,Random,A/B/C composition of stream 4,102,0.9601029601029601,0.9325,0.9325,0.9893899204244032,0.05,0.0675
IDV 10,Random,C feed (stream 4) temperature,30,0.701047542304593,0.54375,0.54375,0.9863945578231292,0.0375,0.45625
IDV 11,Random,Cooling water inlet temperature of reactor,69,0.8682170542635659,0.77,0.77,0.9951534733441034,0.01875,0.23
IDV 12,Random,Cooling water inlet temperature of separator,150,0.9725590299936184,0.9525,0.9525,0.9934810951760105,0.03125,0.0475
IDV 13,Drift,Reaction kinetics,69,0.9725590299936184,0.9525,0.9525,0.9934810951760105,0.03125,0.0475
IDV 14,Stiction,Cooling water outlet valve of reactor,255,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 16,Random,Heat transfer deviation in stripper,252,0.6281833616298811,0.4625,0.4625,0.9788359788359788,0.05,0.5375
IDV 17,Random,Heat transfer deviation in reactor,21,0.974001268230818,0.96,0.96,0.9884169884169884,0.05625,0.04
IDV 18,Random,Heat transfer deviation in condenser,60,0.9452411994784876,0.90625,0.90625,0.9877384196185286,0.05625,0.09375
IDV 19,Stiction,Recycle valve underflow (separator/stripper),135,0.4771863117870722,0.31375,0.31375,0.996031746031746,0.00625,0.68625
IDV 20,Random,(unknown),66,0.709367493995196,0.55375,0.55375,0.9866369710467706,0.0375,0.44625
IDV 21,Random,(unknown),36,0.5872042068361086,0.41875,0.41875,0.9824046920821115,0.0375,0.58125
