Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,69,0.10772833723653397,0.0575,0.0575,0.8518518518518519,0.05,0.9425
IDV 9,Random,D feed (stream 2) temperature,45,0.13318025258323765,0.0725,0.0725,0.8169014084507042,0.08125,0.9275
IDV 15,Stiction,Cooling water outlet valve of separator,273,0.17064846416382254,0.09375,0.09375,0.9493670886075949,0.025,0.90625
IDV 4,Step,Cooling water inlet temperature of reactor,198,0.9918187539332914,0.985,0.985,0.9987325728770595,0.00625,0.015
IDV 5,Step,Cooling water inlet temperature of separator,198,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 7,Step,C header pressure loss (stream 4),84,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",24,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",60,0.9905838041431261,0.98625,0.98625,0.9949558638083228,0.025,0.01375
IDV 6,Step,A feed loss (stream 1),87,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 8,Random,A/B/C composition of stream 4,138,0.9880578252671276,0.9825,0.9825,0.9936788874841972,0.03125,0.0175
IDV 10,Random,C feed (stream 4) temperature,21,0.8839471855455178,0.795,0.795,0.9953051643192489,0.01875,0.205
IDV 11,Random,Cooling water inlet temperature of reactor,21,0.8587570621468925,0.76,0.76,0.987012987012987,0.05,0.24
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9912390488110137,0.99,0.99,0.9924812030075187,0.0375,0.01
IDV 13,Drift,Reaction kinetics,153,0.973248407643312,0.955,0.955,0.9922077922077922,0.0375,0.045
IDV 14,Stiction,Cooling water outlet valve of reactor,24,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,183,0.885850991114149,0.81,0.81,0.9773755656108597,0.09375,0.19
IDV 17,Random,(unknown); deviations of heat transfer within reactor,207,0.9771573604060914,0.9625,0.9625,0.9922680412371134,0.0375,0.0375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.9476439790575917,0.905,0.905,0.9945054945054945,0.025,0.095
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",84,0.8908839779005525,0.80625,0.80625,0.9953703703703703,0.01875,0.19375
IDV 20,Random,(unknown),18,0.8379160636758322,0.72375,0.72375,0.9948453608247423,0.01875,0.27625
IDV 21,Random,(unknown),108,0.6253186066270178,0.46,0.46,0.9761273209549072,0.05625,0.54
