Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.11241217798594846,0.06,0.06,0.8888888888888888,0.0375,0.94
IDV 9,Random,D feed (stream 2) temperature,66,0.12296983758700697,0.06625,0.06625,0.8548387096774194,0.05625,0.93375
IDV 15,Stiction,Cooling water outlet valve of separator,51,0.14516129032258063,0.07875,0.07875,0.9264705882352942,0.03125,0.92125
IDV 4,Step,Cooling water inlet temperature of reactor,12,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,12,0.44100580270793033,0.285,0.285,0.9743589743589743,0.0375,0.715
IDV 7,Step,C header pressure loss (stream 4),15,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",27,0.9931634555624611,0.99875,0.99875,0.9876390605686032,0.0625,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",30,0.9842271293375395,0.975,0.975,0.9936305732484076,0.03125,0.025
IDV 6,Step,A feed loss (stream 1),72,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 8,Random,A/B/C composition of stream 4,102,0.953185955786736,0.91625,0.91625,0.9932249322493225,0.03125,0.08375
IDV 10,Random,C feed (stream 4) temperature,30,0.5868995633187772,0.42,0.42,0.9739130434782609,0.05625,0.58
IDV 11,Random,Cooling water inlet temperature of reactor,54,0.9057627118644067,0.835,0.835,0.9896296296296296,0.04375,0.165
IDV 12,Random,Cooling water inlet temperature of separator,12,0.9660038486209108,0.94125,0.94125,0.9920948616600791,0.0375,0.05875
IDV 13,Drift,Reaction kinetics,48,0.9713922441195167,0.955,0.955,0.9883570504527813,0.05625,0.045
IDV 14,Stiction,Cooling water outlet valve of reactor,18,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 16,Random,Heat transfer deviation in stripper,54,0.5630550621669627,0.39625,0.39625,0.9723926380368099,0.05625,0.60375
IDV 17,Random,Heat transfer deviation in reactor,75,0.977890082122552,0.9675,0.9675,0.9885057471264368,0.05625,0.0325
IDV 18,Random,Heat transfer deviation in condenser,60,0.9459283387622148,0.9075,0.9075,0.9877551020408163,0.05625,0.0925
IDV 19,Stiction,Recycle valve underflow (separator/stripper),63,0.40039840637450197,0.25125,0.25125,0.9852941176470589,0.01875,0.74875
IDV 20,Random,(unknown),66,0.7463149728471683,0.60125,0.60125,0.983640081799591,0.05,0.39875
IDV 21,Random,(unknown),81,0.6352148272957034,0.47125,0.47125,0.9741602067183462,0.0625,0.52875
