Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,198,0.11267605633802816,0.06,0.06,0.9230769230769231,0.025,0.94
IDV 9,Random,D feed (stream 2) temperature,111,0.10046728971962617,0.05375,0.05375,0.7678571428571429,0.08125,0.94625
IDV 15,Stiction,Cooling water outlet valve of separator,45,0.14236509758897817,0.0775,0.0775,0.8732394366197183,0.05625,0.9225
IDV 4,Step,Cooling water inlet temperature of reactor,3,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 5,Step,Cooling water inlet temperature of separator,3,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",135,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",72,0.9874055415617129,0.98,0.98,0.9949238578680203,0.025,0.02
IDV 6,Step,A feed loss (stream 1),66,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 8,Random,A/B/C composition of stream 4,57,0.9855436832181018,0.98,0.98,0.9911504424778761,0.04375,0.02
IDV 10,Random,C feed (stream 4) temperature,33,0.9102040816326532,0.83625,0.83625,0.9985074626865672,0.00625,0.16375
IDV 11,Random,Cooling water inlet temperature of reactor,138,0.8470926058865756,0.7375,0.7375,0.9949409780775716,0.01875,0.2625
IDV 12,Random,Cooling water inlet temperature of separator,78,0.995,0.995,0.995,0.995,0.025,0.005
IDV 13,Drift,Reaction kinetics,324,0.9750479846449136,0.9525,0.9525,0.9986893840104849,0.00625,0.0475
IDV 14,Stiction,Cooling water outlet valve of reactor,303,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,72,0.9235880398671096,0.86875,0.86875,0.9858156028368794,0.0625,0.13125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,141,0.9720457433290979,0.95625,0.95625,0.9883720930232558,0.05625,0.04375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,123,0.9462647444298821,0.9025,0.9025,0.9944903581267218,0.025,0.0975
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",138,0.9294274300932092,0.8725,0.8725,0.9943019943019943,0.025,0.1275
IDV 20,Random,(unknown),315,0.8518253400143164,0.74375,0.74375,0.9966499162479062,0.0125,0.25625
IDV 21,Random,(unknown),36,0.6202209005947323,0.45625,0.45625,0.9681697612732095,0.075,0.54375
