Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.14022988505747125,0.07625,0.07625,0.8714285714285714,0.05625,0.92375
IDV 9,Random,D feed (stream 2) temperature,132,0.13103448275862067,0.07125,0.07125,0.8142857142857143,0.08125,0.92875
IDV 15,Stiction,Cooling water outlet valve of separator,177,0.16572077185017023,0.09125,0.09125,0.9012345679012346,0.05,0.90875
IDV 4,Step,Cooling water inlet temperature of reactor,21,0.9962546816479401,0.9975,0.9975,0.9950124688279302,0.025,0.0025
IDV 5,Step,Cooling water inlet temperature of separator,21,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 7,Step,C header pressure loss (stream 4),69,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",66,0.9962593516209476,0.99875,0.99875,0.9937810945273632,0.03125,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",72,0.9886934673366835,0.98375,0.98375,0.9936868686868687,0.03125,0.01625
IDV 6,Step,A feed loss (stream 1),87,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,120,0.9868007542426146,0.98125,0.98125,0.9924146649810367,0.0375,0.01875
IDV 10,Random,C feed (stream 4) temperature,21,0.9078590785907859,0.8375,0.8375,0.9911242603550295,0.0375,0.1625
IDV 11,Random,Cooling water inlet temperature of reactor,138,0.8675543097407148,0.77375,0.77375,0.9872408293460925,0.05,0.22625
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9925187032418954,0.995,0.995,0.9900497512437811,0.05,0.005
IDV 13,Drift,Reaction kinetics,186,0.975796178343949,0.9575,0.9575,0.9948051948051948,0.025,0.0425
IDV 14,Stiction,Cooling water outlet valve of reactor,45,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,138,0.8987854251012146,0.8325,0.8325,0.9765395894428153,0.1,0.1675
IDV 17,Random,(unknown); deviations of heat transfer within reactor,177,0.9804169298799748,0.97,0.97,0.9910600255427842,0.04375,0.03
IDV 18,Random,(unknown); deviations of heat transfer within condenser,72,0.9503916449086162,0.91,0.91,0.994535519125683,0.025,0.09
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",27,0.9144781144781146,0.84875,0.84875,0.9912408759124087,0.0375,0.15125
IDV 20,Random,(unknown),30,0.8379160636758322,0.72375,0.72375,0.9948453608247423,0.01875,0.27625
IDV 21,Random,(unknown),48,0.6466666666666666,0.485,0.485,0.97,0.075,0.515
