Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.09624413145539906,0.05125,0.05125,0.7884615384615384,0.06875,0.94875
IDV 9,Random,D feed (stream 2) temperature,30,0.0760998810939358,0.04,0.04,0.7804878048780488,0.05625,0.96
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.16914285714285715,0.0925,0.0925,0.9866666666666667,0.00625,0.9075
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9937888198757764,1.0,1.0,0.9876543209876543,0.0625,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.6397984886649873,0.47625,0.47625,0.9744245524296675,0.0625,0.52375
IDV 7,Step,C header pressure loss (stream 4),15,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",156,0.9975031210986267,0.99875,0.99875,0.9962593516209476,0.01875,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",90,0.9868503443957419,0.985,0.985,0.9887076537013801,0.05625,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 8,Random,A/B/C composition of stream 4,90,0.9880277252678008,0.98,0.98,0.9961880559085133,0.01875,0.02
IDV 10,Random,C feed (stream 4) temperature,276,0.7345340642129993,0.58625,0.58625,0.9832285115303984,0.05,0.41375
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.9133964817320704,0.84375,0.84375,0.995575221238938,0.01875,0.15625
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9905956112852665,0.9875,0.9875,0.9937106918238994,0.03125,0.0125
IDV 13,Drift,Reaction kinetics,3,0.971172325432415,0.9475,0.9475,0.9960578186596584,0.01875,0.0525
IDV 14,Stiction,Cooling water outlet valve of reactor,129,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.6444629475437137,0.48375,0.48375,0.9650872817955112,0.0875,0.51625
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.978481012658228,0.96625,0.96625,0.9910256410256411,0.04375,0.03375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,66,0.9496402877697843,0.9075,0.9075,0.9958847736625515,0.01875,0.0925
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",207,0.5234159779614326,0.35625,0.35625,0.986159169550173,0.025,0.64375
IDV 20,Random,(unknown),18,0.7278481012658227,0.575,0.575,0.9913793103448276,0.025,0.425
IDV 21,Random,(unknown),153,0.6395939086294415,0.4725,0.4725,0.9895287958115183,0.025,0.5275
