Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,123,0.07683073229291716,0.04,0.04,0.9696969696969697,0.00625,0.96
IDV 9,Random,D feed (stream 2) temperature,135,0.08909730363423211,0.0475,0.0475,0.7169811320754716,0.09375,0.9525
IDV 15,Stiction,Cooling water outlet valve of separator,138,0.1584385763490241,0.08625,0.08625,0.971830985915493,0.0125,0.91375
IDV 4,Step,Cooling water inlet temperature of reactor,21,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 5,Step,Cooling water inlet temperature of separator,21,0.5487364620938628,0.38,0.38,0.987012987012987,0.025,0.62
IDV 7,Step,C header pressure loss (stream 4),444,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",63,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",144,0.9912280701754386,0.98875,0.98875,0.9937185929648241,0.03125,0.01125
IDV 6,Step,A feed loss (stream 1),300,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,132,0.988042794210195,0.98125,0.98125,0.9949302915082383,0.025,0.01875
IDV 10,Random,C feed (stream 4) temperature,30,0.7478532396565183,0.59875,0.59875,0.9958419958419958,0.0125,0.40125
IDV 11,Random,Cooling water inlet temperature of reactor,120,0.8776077885952712,0.78875,0.78875,0.9890282131661442,0.04375,0.21125
IDV 12,Random,Cooling water inlet temperature of separator,363,0.9905719673161534,0.985,0.985,0.9962073324905183,0.01875,0.015
IDV 13,Drift,Reaction kinetics,591,0.9756722151088347,0.9525,0.9525,1.0,0.0,0.0475
IDV 14,Stiction,Cooling water outlet valve of reactor,363,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,129,0.6951612903225807,0.53875,0.53875,0.9795454545454545,0.05625,0.46125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,51,0.9722222222222222,0.9625,0.9625,0.9821428571428571,0.0875,0.0375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,231,0.9502617801047121,0.9075,0.9075,0.9972527472527473,0.0125,0.0925
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",510,0.5130111524163569,0.345,0.345,1.0,0.0,0.655
IDV 20,Random,(unknown),30,0.7671022290545734,0.62375,0.62375,0.9960079840319361,0.0125,0.37625
IDV 21,Random,(unknown),54,0.6347607052896725,0.4725,0.4725,0.9667519181585678,0.08125,0.5275
