Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.12121212121212122,0.065,0.065,0.896551724137931,0.0375,0.935
IDV 9,Random,D feed (stream 2) temperature,45,0.1353211009174312,0.07375,0.07375,0.8194444444444444,0.08125,0.92625
IDV 15,Stiction,Cooling water outlet valve of separator,123,0.16363636363636364,0.09,0.09,0.9,0.05,0.91
IDV 4,Step,Cooling water inlet temperature of reactor,12,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,12,0.4540229885057471,0.29625,0.29625,0.9713114754098361,0.04375,0.70375
IDV 7,Step,C header pressure loss (stream 4),36,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",24,0.9925558312655086,1.0,1.0,0.9852216748768473,0.075,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",30,0.9843063402385437,0.98,0.98,0.9886506935687264,0.05625,0.02
IDV 6,Step,A feed loss (stream 1),72,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 8,Random,A/B/C composition of stream 4,102,0.9505851755526659,0.91375,0.91375,0.9905149051490515,0.04375,0.08625
IDV 10,Random,C feed (stream 4) temperature,30,0.5975820379965457,0.4325,0.4325,0.9664804469273743,0.075,0.5675
IDV 11,Random,Cooling water inlet temperature of reactor,69,0.9088453747467927,0.84125,0.84125,0.9882525697503671,0.05,0.15875
IDV 12,Random,Cooling water inlet temperature of separator,12,0.9626288659793815,0.93375,0.93375,0.9933510638297872,0.03125,0.06625
IDV 13,Drift,Reaction kinetics,48,0.9707379134860051,0.95375,0.95375,0.9883419689119171,0.05625,0.04625
IDV 14,Stiction,Cooling water outlet valve of reactor,39,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 16,Random,Heat transfer deviation in stripper,54,0.5771929824561404,0.41125,0.41125,0.9676470588235294,0.06875,0.58875
IDV 17,Random,Heat transfer deviation in reactor,3,0.9760101010101009,0.96625,0.96625,0.985969387755102,0.06875,0.03375
IDV 18,Random,Heat transfer deviation in condenser,51,0.9473684210526316,0.91125,0.91125,0.986468200270636,0.0625,0.08875
IDV 19,Stiction,Recycle valve underflow (separator/stripper),63,0.441432720232333,0.285,0.285,0.9785407725321889,0.03125,0.715
IDV 20,Random,(unknown),66,0.7379095163806553,0.59125,0.59125,0.9813278008298755,0.05625,0.40875
IDV 21,Random,(unknown),51,0.6924315619967792,0.5375,0.5375,0.9728506787330317,0.075,0.4625
