Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.07904191616766468,0.04125,0.04125,0.9428571428571428,0.0125,0.95875
IDV 9,Random,D feed (stream 2) temperature,375,0.0673886883273165,0.035,0.035,0.9032258064516129,0.01875,0.965
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.1649484536082474,0.09,0.09,0.9863013698630136,0.00625,0.91
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.5779735682819382,0.41,0.41,0.9791044776119403,0.04375,0.59
IDV 7,Step,C header pressure loss (stream 4),15,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",156,0.9968769519050594,0.9975,0.9975,0.9962546816479401,0.01875,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",90,0.9880877742946708,0.985,0.985,0.9911949685534591,0.04375,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,90,0.987389659520807,0.97875,0.97875,0.9961832061068703,0.01875,0.02125
IDV 10,Random,C feed (stream 4) temperature,276,0.6867862969004894,0.52625,0.52625,0.9882629107981221,0.03125,0.47375
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.8953168044077134,0.8125,0.8125,0.9969325153374233,0.0125,0.1875
IDV 12,Random,Cooling water inlet temperature of separator,156,0.9918495297805642,0.98875,0.98875,0.9949685534591195,0.025,0.01125
IDV 13,Drift,Reaction kinetics,3,0.971172325432415,0.9475,0.9475,0.9960578186596584,0.01875,0.0525
IDV 14,Stiction,Cooling water outlet valve of reactor,165,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,189,0.5890529973935709,0.42375,0.42375,0.9658119658119658,0.075,0.57625
IDV 17,Random,(unknown); deviations of heat transfer within reactor,117,0.9705882352941176,0.94875,0.94875,0.993455497382199,0.03125,0.05125
IDV 18,Random,(unknown); deviations of heat transfer within condenser,450,0.9474375821287779,0.90125,0.90125,0.9986149584487535,0.00625,0.09875
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",207,0.4513018322082932,0.2925,0.2925,0.9873417721518988,0.01875,0.7075
IDV 20,Random,(unknown),18,0.6974858069748581,0.5375,0.5375,0.9930715935334873,0.01875,0.4625
IDV 21,Random,(unknown),153,0.6071118820468344,0.4375,0.4375,0.9915014164305949,0.01875,0.5625
