Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.06946107784431138,0.03625,0.03625,0.8285714285714286,0.0375,0.96375
IDV 9,Random,D feed (stream 2) temperature,333,0.05060240963855422,0.02625,0.02625,0.7,0.05625,0.97375
IDV 15,Stiction,Cooling water outlet valve of separator,594,0.17142857142857143,0.09375,0.09375,1.0,0.0,0.90625
IDV 4,Step,Cooling water inlet temperature of reactor,207,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 5,Step,Cooling water inlet temperature of separator,207,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 7,Step,C header pressure loss (stream 4),381,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9981238273921201,0.9975,0.9975,0.9987484355444305,0.00625,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9893283113622098,0.985,0.985,0.9936948297604036,0.03125,0.015
IDV 6,Step,A feed loss (stream 1),162,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,513,0.9918084436042848,0.98375,0.98375,1.0,0.0,0.01625
IDV 10,Random,C feed (stream 4) temperature,378,0.8974535443909153,0.815,0.815,0.998468606431853,0.00625,0.185
IDV 11,Random,Cooling water inlet temperature of reactor,165,0.8937931034482759,0.81,0.81,0.9969230769230769,0.0125,0.19
IDV 12,Random,Cooling water inlet temperature of separator,63,0.9950124688279303,0.9975,0.9975,0.9925373134328358,0.0375,0.0025
IDV 13,Drift,Reaction kinetics,471,0.9704370179948586,0.94375,0.94375,0.9986772486772487,0.00625,0.05625
IDV 14,Stiction,Cooling water outlet valve of reactor,270,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,222,0.8992562542258283,0.83125,0.83125,0.979381443298969,0.0875,0.16875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9789674952198854,0.96,0.96,0.9986996098829649,0.00625,0.04
IDV 18,Random,(unknown); deviations of heat transfer within condenser,537,0.9487516425755586,0.9025,0.9025,1.0,0.0,0.0975
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",483,0.8571428571428571,0.75,0.75,1.0,0.0,0.25
IDV 20,Random,(unknown),18,0.8074349442379182,0.67875,0.67875,0.9963302752293578,0.0125,0.32125
IDV 21,Random,(unknown),120,0.6017391304347827,0.4325,0.4325,0.9885714285714285,0.025,0.5675
