Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.14382022471910114,0.08,0.08,0.7111111111111111,0.1625,0.92
IDV 9,Random,D feed (stream 2) temperature,75,0.20417124039517015,0.11625,0.11625,0.8378378378378378,0.1125,0.88375
IDV 15,Stiction,Cooling water outlet valve of separator,120,0.20289855072463767,0.11375,0.11375,0.9381443298969072,0.0375,0.88625
IDV 4,Step,Cooling water inlet temperature of reactor,117,0.9905601006922593,0.98375,0.98375,0.9974651457541192,0.0125,0.01625
IDV 5,Step,Cooling water inlet temperature of separator,117,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 7,Step,C header pressure loss (stream 4),321,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",147,0.995627732667083,0.99625,0.99625,0.9950062421972534,0.025,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",504,0.994343180389692,0.98875,0.98875,1.0,0.0,0.01125
IDV 6,Step,A feed loss (stream 1),150,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 8,Random,A/B/C composition of stream 4,132,0.9843063402385437,0.98,0.98,0.9886506935687264,0.05625,0.02
IDV 10,Random,C feed (stream 4) temperature,474,0.926992632283992,0.865,0.865,0.9985569985569985,0.00625,0.135
IDV 11,Random,Cooling water inlet temperature of reactor,345,0.877365101611773,0.7825,0.7825,0.9984051036682615,0.00625,0.2175
IDV 12,Random,Cooling water inlet temperature of separator,366,0.9875621890547265,0.9925,0.9925,0.9826732673267327,0.0875,0.0075
IDV 13,Drift,Reaction kinetics,591,0.9763275751759437,0.95375,0.95375,1.0,0.0,0.04625
IDV 14,Stiction,Cooling water outlet valve of reactor,480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,186,0.9381912817176317,0.90125,0.90125,0.9782903663500678,0.1,0.09875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,207,0.9744572158365262,0.95375,0.95375,0.9960835509138382,0.01875,0.04625
IDV 18,Random,(unknown); deviations of heat transfer within condenser,102,0.9483322432962721,0.90625,0.90625,0.9945130315500685,0.025,0.09375
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",135,0.8465381870092791,0.74125,0.74125,0.9866888519134775,0.05,0.25875
IDV 20,Random,(unknown),138,0.8418772563176895,0.72875,0.72875,0.9965811965811966,0.0125,0.27125
IDV 21,Random,(unknown),42,0.7155240346729709,0.5675,0.5675,0.9680170575692963,0.09375,0.4325
