Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,150,0.12339930151338765,0.06625,0.06625,0.8983050847457628,0.0375,0.93375
IDV 9,Random,D feed (stream 2) temperature,132,0.1394285714285714,0.07625,0.07625,0.8133333333333334,0.0875,0.92375
IDV 15,Stiction,Cooling water outlet valve of separator,120,0.16173120728929383,0.08875,0.08875,0.9102564102564102,0.04375,0.91125
IDV 4,Step,Cooling water inlet temperature of reactor,87,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 5,Step,Cooling water inlet temperature of separator,87,0.6963562753036436,0.5375,0.5375,0.9885057471264368,0.03125,0.4625
IDV 7,Step,C header pressure loss (stream 4),51,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",102,0.9937810945273633,0.99875,0.99875,0.9888613861386139,0.05625,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",63,0.9855799373040752,0.9825,0.9825,0.9886792452830189,0.05625,0.0175
IDV 6,Step,A feed loss (stream 1),237,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,30,0.9868007542426146,0.98125,0.98125,0.9924146649810367,0.0375,0.01875
IDV 10,Random,C feed (stream 4) temperature,174,0.8345428156748912,0.71875,0.71875,0.9948096885813149,0.01875,0.28125
IDV 11,Random,Cooling water inlet temperature of reactor,264,0.890420399724328,0.8075,0.8075,0.9923195084485407,0.03125,0.1925
IDV 12,Random,Cooling water inlet temperature of separator,81,0.9931292941911306,0.99375,0.99375,0.9925093632958801,0.0375,0.00625
IDV 13,Drift,Reaction kinetics,396,0.9763880025526482,0.95625,0.95625,0.9973924380704041,0.0125,0.04375
IDV 14,Stiction,Cooling water outlet valve of reactor,18,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,183,0.8078889700511324,0.69125,0.69125,0.9718804920913884,0.1,0.30875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,51,0.9811083123425692,0.97375,0.97375,0.9885786802030457,0.05625,0.02625
IDV 18,Random,(unknown); deviations of heat transfer within condenser,585,0.9528795811518325,0.91,0.91,1.0,0.0,0.09
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",207,0.7000808407437348,0.54125,0.54125,0.9908466819221968,0.025,0.45875
IDV 20,Random,(unknown),30,0.8053491827637443,0.6775,0.6775,0.9926739926739927,0.025,0.3225
IDV 21,Random,(unknown),63,0.6442388561816653,0.47875,0.47875,0.9845758354755784,0.0375,0.52125
