Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,9,0.07372175980975029,0.03875,0.03875,0.7560975609756098,0.0625,0.96125
IDV 9,Random,D feed (stream 2) temperature,0,0.04353083434099154,0.0225,0.0225,0.6666666666666666,0.05625,0.9775
IDV 15,Stiction,Cooling water outlet valve of separator,9,0.1073512252042007,0.0575,0.0575,0.8070175438596491,0.06875,0.9425
IDV 4,Step,Cooling water inlet temperature of reactor,222,0.9968808484092326,0.99875,0.99875,0.9950186799501868,0.025,0.00125
IDV 5,Step,Cooling water inlet temperature of separator,222,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",9,0.9943855271366189,0.99625,0.99625,0.9925280199252802,0.0375,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9880877742946708,0.985,0.985,0.9911949685534591,0.04375,0.015
IDV 6,Step,A feed loss (stream 1),6,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.9892879647132954,0.98125,0.98125,0.9974587039390089,0.0125,0.01875
IDV 10,Random,C feed (stream 4) temperature,3,0.9087221095334687,0.84,0.84,0.9896907216494846,0.04375,0.16
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8707197763801539,0.77875,0.77875,0.9873217115689382,0.05,0.22125
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 13,Drift,Reaction kinetics,21,0.9698910954516335,0.94625,0.94625,0.9947437582128777,0.025,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,9,0.917989417989418,0.8675,0.8675,0.9747191011235955,0.1125,0.1325
IDV 17,Random,(unknown); deviations of heat transfer within reactor,390,0.9789674952198854,0.96,0.96,0.9986996098829649,0.00625,0.04
IDV 18,Random,(unknown); deviations of heat transfer within condenser,0,0.9410994764397905,0.89875,0.89875,0.9876373626373627,0.05625,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",3,0.8297258297258298,0.71875,0.71875,0.9812286689419796,0.06875,0.28125
IDV 20,Random,(unknown),0,0.7982129560685034,0.67,0.67,0.9871086556169429,0.04375,0.33
IDV 21,Random,(unknown),3,0.6533333333333333,0.49,0.49,0.98,0.05,0.51
