Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,9,0.06227544910179641,0.0325,0.0325,0.7428571428571429,0.05625,0.9675
IDV 9,Random,D feed (stream 2) temperature,0,0.0532043530834341,0.0275,0.0275,0.8148148148148148,0.03125,0.9725
IDV 15,Stiction,Cooling water outlet valve of separator,9,0.09154929577464789,0.04875,0.04875,0.75,0.08125,0.95125
IDV 4,Step,Cooling water inlet temperature of reactor,33,0.995638629283489,0.99875,0.99875,0.9925465838509316,0.0375,0.00125
IDV 5,Step,Cooling water inlet temperature of separator,33,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 7,Step,C header pressure loss (stream 4),75,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",0,0.9931464174454828,0.99625,0.99625,0.9900621118012423,0.05,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9849812265331664,0.98375,0.98375,0.9862155388471178,0.06875,0.01625
IDV 6,Step,A feed loss (stream 1),6,0.9931719428926133,1.0,1.0,0.9864364981504316,0.06875,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.9867674858223061,0.97875,0.97875,0.9949174078780177,0.025,0.02125
IDV 10,Random,C feed (stream 4) temperature,3,0.908968307484828,0.8425,0.8425,0.986822840409956,0.05625,0.1575
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8457142857142858,0.74,0.74,0.9866666666666667,0.05,0.26
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9937733499377336,0.9975,0.9975,0.9900744416873449,0.05,0.0025
IDV 13,Drift,Reaction kinetics,21,0.9667519181585678,0.945,0.945,0.9895287958115183,0.05,0.055
IDV 14,Stiction,Cooling water outlet valve of reactor,0,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,9,0.9183808891838089,0.865,0.865,0.9787835926449788,0.09375,0.135
IDV 17,Random,(unknown); deviations of heat transfer within reactor,162,0.9738353541799618,0.95375,0.95375,0.9947848761408083,0.025,0.04625
IDV 18,Random,(unknown); deviations of heat transfer within condenser,0,0.9404839764551994,0.89875,0.89875,0.9862825788751715,0.0625,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",3,0.8423295454545454,0.74125,0.74125,0.975328947368421,0.09375,0.25875
IDV 20,Random,(unknown),0,0.8506401137980085,0.7475,0.7475,0.9867986798679867,0.05,0.2525
IDV 21,Random,(unknown),3,0.6404023470243084,0.4775,0.4775,0.9720101781170484,0.06875,0.5225
