Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.10093896713615025,0.05375,0.05375,0.8269230769230769,0.05625,0.94625
IDV 9,Random,D feed (stream 2) temperature,30,0.07857142857142857,0.04125,0.04125,0.825,0.04375,0.95875
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.15862068965517243,0.08625,0.08625,0.9857142857142858,0.00625,0.91375
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.5799648506151142,0.4125,0.4125,0.9763313609467456,0.05,0.5875
IDV 7,Step,C header pressure loss (stream 4),15,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",63,0.9962593516209476,0.99875,0.99875,0.9937810945273632,0.03125,0.00125
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",90,0.9874686716791979,0.985,0.985,0.9899497487437185,0.05,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 8,Random,A/B/C composition of stream 4,90,0.9880277252678008,0.98,0.98,0.9961880559085133,0.01875,0.02
IDV 10,Random,C feed (stream 4) temperature,276,0.6845528455284553,0.52625,0.52625,0.9790697674418605,0.05625,0.47375
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.9105691056910568,0.84,0.84,0.9940828402366864,0.025,0.16
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9893683552220137,0.98875,0.98875,0.9899874843554443,0.05,0.01125
IDV 13,Drift,Reaction kinetics,3,0.971172325432415,0.9475,0.9475,0.9960578186596584,0.01875,0.0525
IDV 14,Stiction,Cooling water outlet valve of reactor,129,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.5887445887445887,0.425,0.425,0.9577464788732394,0.09375,0.575
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.9726288987905791,0.955,0.955,0.9909208819714657,0.04375,0.045
IDV 18,Random,(unknown); deviations of heat transfer within condenser,66,0.9468852459016392,0.9025,0.9025,0.9958620689655172,0.01875,0.0975
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",57,0.48826291079812206,0.325,0.325,0.9811320754716981,0.03125,0.675
IDV 20,Random,(unknown),18,0.7243844320889595,0.57,0.57,0.9934640522875817,0.01875,0.43
IDV 21,Random,(unknown),42,0.6314893617021277,0.46375,0.46375,0.9893333333333333,0.025,0.53625
