Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,159,0.13441483198146,0.0725,0.0725,0.9206349206349206,0.03125,0.9275
IDV 9,Random,D feed (stream 2) temperature,198,0.13990825688073394,0.07625,0.07625,0.8472222222222222,0.06875,0.92375
IDV 15,Stiction,Cooling water outlet valve of separator,84,0.12514484356894554,0.0675,0.0675,0.8571428571428571,0.05625,0.9325
IDV 4,Step,Cooling water inlet temperature of reactor,3,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 5,Step,Cooling water inlet temperature of separator,3,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 7,Step,C header pressure loss (stream 4),96,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",144,0.9950062421972534,0.99625,0.99625,0.9937655860349127,0.03125,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",60,0.9899497487437187,0.985,0.985,0.9949494949494949,0.025,0.015
IDV 6,Step,A feed loss (stream 1),66,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,18,0.9836888331242158,0.98,0.98,0.9874055415617129,0.0625,0.02
IDV 10,Random,C feed (stream 4) temperature,33,0.9192462987886945,0.85375,0.85375,0.9956268221574344,0.01875,0.14625
IDV 11,Random,Cooling water inlet temperature of reactor,294,0.8088888888888888,0.6825,0.6825,0.9927272727272727,0.025,0.3175
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9943855271366189,0.99625,0.99625,0.9925280199252802,0.0375,0.00375
IDV 13,Drift,Reaction kinetics,30,0.9725239616613419,0.95125,0.95125,0.9947712418300654,0.025,0.04875
IDV 14,Stiction,Cooling water outlet valve of reactor,156,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,27,0.9300196206671028,0.88875,0.88875,0.9753086419753086,0.1125,0.11125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9553975436328377,0.92375,0.92375,0.9892904953145917,0.05,0.07625
IDV 18,Random,(unknown); deviations of heat transfer within condenser,270,0.9461235216819974,0.9,0.9,0.997229916897507,0.0125,0.1
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",6,0.9344804765056254,0.8825,0.8825,0.9929676511954993,0.03125,0.1175
IDV 20,Random,(unknown),9,0.8503937007874016,0.7425,0.7425,0.9949748743718593,0.01875,0.2575
IDV 21,Random,(unknown),42,0.617872340425532,0.45375,0.45375,0.968,0.075,0.54625
