Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,174,0.11421911421911421,0.06125,0.06125,0.8448275862068966,0.05625,0.93875
IDV 9,Random,D feed (stream 2) temperature,111,0.11764705882352942,0.06375,0.06375,0.7611940298507462,0.1,0.93625
IDV 15,Stiction,Cooling water outlet valve of separator,27,0.18791946308724833,0.105,0.105,0.8936170212765957,0.0625,0.895
IDV 4,Step,Cooling water inlet temperature of reactor,15,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 5,Step,Cooling water inlet temperature of separator,15,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 7,Step,C header pressure loss (stream 4),33,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",216,0.9968769519050594,0.9975,0.9975,0.9962546816479401,0.01875,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",72,0.9893283113622098,0.985,0.985,0.9936948297604036,0.03125,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 8,Random,A/B/C composition of stream 4,33,0.9868007542426146,0.98125,0.98125,0.9924146649810367,0.0375,0.01875
IDV 10,Random,C feed (stream 4) temperature,231,0.9302325581395348,0.875,0.875,0.9929078014184397,0.03125,0.125
IDV 11,Random,Cooling water inlet temperature of reactor,69,0.8065233506300964,0.68,0.68,0.9908925318761385,0.03125,0.32
IDV 12,Random,Cooling water inlet temperature of separator,450,0.9950062421972534,0.99625,0.99625,0.9937655860349127,0.03125,0.00375
IDV 13,Drift,Reaction kinetics,96,0.9699680511182109,0.94875,0.94875,0.9921568627450981,0.0375,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,303,0.9993753903810119,1.0,1.0,0.9987515605493134,0.00625,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,78,0.9422452952628163,0.9075,0.9075,0.979757085020243,0.09375,0.0925
IDV 17,Random,(unknown); deviations of heat transfer within reactor,207,0.9565217391304348,0.92125,0.92125,0.9946018893387314,0.025,0.07875
IDV 18,Random,(unknown); deviations of heat transfer within condenser,45,0.9430255402750491,0.9,0.9,0.9903713892709766,0.04375,0.1
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",117,0.9414088215931534,0.89375,0.89375,0.9944367176634215,0.025,0.10625
IDV 20,Random,(unknown),18,0.861995753715499,0.76125,0.76125,0.9934747145187602,0.025,0.23875
IDV 21,Random,(unknown),36,0.6247877758913413,0.46,0.46,0.9735449735449735,0.0625,0.54
