Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.09456264775413711,0.05,0.05,0.8695652173913043,0.0375,0.95
IDV 9,Random,D feed (stream 2) temperature,264,0.11303344867358707,0.06125,0.06125,0.7313432835820896,0.1125,0.93875
IDV 15,Stiction,Cooling water outlet valve of separator,711,0.1797497155858931,0.09875,0.09875,1.0,0.0,0.90125
IDV 4,Step,Cooling water inlet temperature of reactor,39,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 5,Step,Cooling water inlet temperature of separator,39,0.967866323907455,0.94125,0.94125,0.996031746031746,0.01875,0.05875
IDV 7,Step,C header pressure loss (stream 4),480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",171,0.9974968710888611,0.99625,0.99625,0.9987468671679198,0.00625,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9899497487437187,0.985,0.985,0.9949494949494949,0.025,0.015
IDV 6,Step,A feed loss (stream 1),162,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 8,Random,A/B/C composition of stream 4,165,0.9867507886435332,0.9775,0.9775,0.9961783439490446,0.01875,0.0225
IDV 10,Random,C feed (stream 4) temperature,504,0.8355167394468704,0.7175,0.7175,1.0,0.0,0.2825
IDV 11,Random,Cooling water inlet temperature of reactor,495,0.89196675900277,0.805,0.805,1.0,0.0,0.195
IDV 12,Random,Cooling water inlet temperature of separator,228,0.99125,0.99125,0.99125,0.99125,0.04375,0.00875
IDV 13,Drift,Reaction kinetics,153,0.9724535554131966,0.94875,0.94875,0.9973718791064389,0.0125,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,480,1.0,1.0,1.0,1.0,0.0,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,174,0.7933526011560693,0.68625,0.68625,0.940068493150685,0.21875,0.31375
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9724535554131966,0.94875,0.94875,0.9973718791064389,0.0125,0.05125
IDV 18,Random,(unknown); deviations of heat transfer within condenser,552,0.9494418910045962,0.90375,0.90375,1.0,0.0,0.09625
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",483,0.7117552334943639,0.5525,0.5525,1.0,0.0,0.4475
IDV 20,Random,(unknown),30,0.7945823927765238,0.66,0.66,0.998109640831758,0.00625,0.34
IDV 21,Random,(unknown),111,0.6235093696763203,0.4575,0.4575,0.9786096256684492,0.05,0.5425
