Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.10526315789473685,0.05625,0.05625,0.8181818181818182,0.0625,0.94375
IDV 9,Random,D feed (stream 2) temperature,30,0.08520710059171596,0.045,0.045,0.8,0.05625,0.955
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.17747440273037543,0.0975,0.0975,0.9873417721518988,0.00625,0.9025
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.63229078613694,0.4675,0.4675,0.9765013054830287,0.05625,0.5325
IDV 7,Step,C header pressure loss (stream 4),15,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",63,0.9962546816479401,0.9975,0.9975,0.9950124688279302,0.025,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",90,0.9874686716791979,0.985,0.985,0.9899497487437185,0.05,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 8,Random,A/B/C composition of stream 4,90,0.9880277252678008,0.98,0.98,0.9961880559085133,0.01875,0.02
IDV 10,Random,C feed (stream 4) temperature,276,0.7139442231075698,0.56,0.56,0.9846153846153847,0.04375,0.44
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.9105691056910568,0.84,0.84,0.9940828402366864,0.025,0.16
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9893683552220137,0.98875,0.98875,0.9899874843554443,0.05,0.01125
IDV 13,Drift,Reaction kinetics,471,0.9717586649550706,0.94625,0.94625,0.9986807387862797,0.00625,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,153,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.6215071972904318,0.45875,0.45875,0.963254593175853,0.0875,0.54125
IDV 17,Random,(unknown); deviations of heat transfer within reactor,39,0.9726636999364271,0.95625,0.95625,0.9896507115135834,0.05,0.04375
IDV 18,Random,(unknown); deviations of heat transfer within condenser,279,0.9488859764089123,0.905,0.905,0.9972451790633609,0.0125,0.095
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",57,0.49625468164794007,0.33125,0.33125,0.9888059701492538,0.01875,0.66875
IDV 20,Random,(unknown),18,0.7294303797468354,0.57625,0.57625,0.9935344827586207,0.01875,0.42375
IDV 21,Random,(unknown),42,0.6338147833474936,0.46625,0.46625,0.9893899204244032,0.025,0.53375
