Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,66,0.09658421672555947,0.05125,0.05125,0.8367346938775511,0.05,0.94875
IDV 9,Random,D feed (stream 2) temperature,30,0.06642941874258601,0.035,0.035,0.6511627906976745,0.09375,0.965
IDV 15,Stiction,Cooling water outlet valve of separator,294,0.16073478760045926,0.0875,0.0875,0.9859154929577465,0.00625,0.9125
IDV 4,Step,Cooling water inlet temperature of reactor,6,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,6,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 7,Step,C header pressure loss (stream 4),402,0.9987515605493134,1.0,1.0,0.9975062344139651,0.0125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",165,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",246,0.9887076537013803,0.985,0.985,0.9924433249370277,0.0375,0.015
IDV 6,Step,A feed loss (stream 1),0,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 8,Random,A/B/C composition of stream 4,150,0.9886506935687264,0.98,0.98,0.9974554707379135,0.0125,0.02
IDV 10,Random,C feed (stream 4) temperature,21,0.9126607989167231,0.8425,0.8425,0.9955686853766618,0.01875,0.1575
IDV 11,Random,Cooling water inlet temperature of reactor,63,0.9090909090909092,0.8375,0.8375,0.9940652818991098,0.025,0.1625
IDV 12,Random,Cooling water inlet temperature of separator,78,0.9931549471064096,0.9975,0.9975,0.9888475836431226,0.05625,0.0025
IDV 13,Drift,Reaction kinetics,471,0.9717586649550706,0.94625,0.94625,0.9986807387862797,0.00625,0.05375
IDV 14,Stiction,Cooling water outlet valve of reactor,165,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,180,0.9125827814569537,0.86125,0.86125,0.9704225352112676,0.13125,0.13875
IDV 17,Random,(unknown); deviations of heat transfer within reactor,192,0.9771283354510801,0.96125,0.96125,0.9935400516795866,0.03125,0.03875
IDV 18,Random,(unknown); deviations of heat transfer within condenser,450,0.9508840864440078,0.9075,0.9075,0.9986244841815681,0.00625,0.0925
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",207,0.9140148950575491,0.84375,0.84375,0.9970457902511078,0.0125,0.15625
IDV 20,Random,(unknown),18,0.8379160636758322,0.72375,0.72375,0.9948453608247423,0.01875,0.27625
IDV 21,Random,(unknown),42,0.5921397379912664,0.42375,0.42375,0.9826086956521739,0.0375,0.57625
