Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,9,0.04353083434099154,0.0225,0.0225,0.6666666666666666,0.05625,0.9775
IDV 9,Random,D feed (stream 2) temperature,0,0.04600484261501211,0.02375,0.02375,0.7307692307692307,0.04375,0.97625
IDV 15,Stiction,Cooling water outlet valve of separator,9,0.11461988304093566,0.06125,0.06125,0.8909090909090909,0.0375,0.93875
IDV 4,Step,Cooling water inlet temperature of reactor,222,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 5,Step,Cooling water inlet temperature of separator,222,0.9981285090455396,1.0,1.0,0.9962640099626401,0.01875,0.0
IDV 7,Step,C header pressure loss (stream 4),75,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",9,0.9943855271366189,0.99625,0.99625,0.9925280199252802,0.0375,0.00375
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.986833855799373,0.98375,0.98375,0.989937106918239,0.05,0.01625
IDV 6,Step,A feed loss (stream 1),6,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.9867674858223061,0.97875,0.97875,0.9949174078780177,0.025,0.02125
IDV 10,Random,C feed (stream 4) temperature,3,0.8937628512679917,0.815,0.815,0.9893778452200304,0.04375,0.185
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.8695652173913043,0.775,0.775,0.9904153354632588,0.0375,0.225
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 13,Drift,Reaction kinetics,21,0.9705882352941176,0.94875,0.94875,0.993455497382199,0.03125,0.05125
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9975062344139651,1.0,1.0,0.9950248756218906,0.025,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,6,0.8888888888888888,0.82,0.82,0.9704142011834319,0.125,0.18
IDV 17,Random,(unknown); deviations of heat transfer within reactor,117,0.9764181007010834,0.9575,0.9575,0.9960988296488946,0.01875,0.0425
IDV 18,Random,(unknown); deviations of heat transfer within condenser,0,0.9410994764397905,0.89875,0.89875,0.9876373626373627,0.05625,0.10125
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",3,0.7907324364723468,0.66125,0.66125,0.983271375464684,0.05625,0.33875
IDV 20,Random,(unknown),0,0.7885628291948835,0.655,0.655,0.9905482041587902,0.03125,0.345
IDV 21,Random,(unknown),3,0.6539101497504161,0.49125,0.49125,0.9776119402985075,0.05625,0.50875
