Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,102,0.14285714285714285,0.0775,0.0775,0.9117647058823529,0.0375,0.9225
IDV 9,Random,D feed (stream 2) temperature,75,0.12050984936268831,0.065,0.065,0.8253968253968254,0.06875,0.935
IDV 15,Stiction,Cooling water outlet valve of separator,240,0.17420814479638008,0.09625,0.09625,0.9166666666666666,0.04375,0.90375
IDV 4,Step,Cooling water inlet temperature of reactor,15,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 5,Step,Cooling water inlet temperature of separator,15,0.5027829313543599,0.33875,0.33875,0.9748201438848921,0.04375,0.66125
IDV 7,Step,C header pressure loss (stream 4),63,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",27,0.9944064636420137,1.0,1.0,0.9888751545117429,0.05625,0.0
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",30,0.990630855715178,0.99125,0.99125,0.9900124843945068,0.05,0.00875
IDV 6,Step,A feed loss (stream 1),63,0.9950248756218906,1.0,1.0,0.9900990099009901,0.05,0.0
IDV 8,Random,A/B/C composition of stream 4,132,0.9733502538071066,0.95875,0.95875,0.9884020618556701,0.05625,0.04125
IDV 10,Random,C feed (stream 4) temperature,30,0.5942658557775847,0.4275,0.4275,0.9743589743589743,0.05625,0.5725
IDV 11,Random,Cooling water inlet temperature of reactor,54,0.8711484593837535,0.7775,0.7775,0.9904458598726115,0.0375,0.2225
IDV 12,Random,Cooling water inlet temperature of separator,12,0.971938775510204,0.9525,0.9525,0.9921875,0.0375,0.0475
IDV 13,Drift,Reaction kinetics,48,0.9681933842239187,0.95125,0.95125,0.9857512953367875,0.06875,0.04875
IDV 14,Stiction,Cooling water outlet valve of reactor,255,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 16,Random,Heat transfer deviation in stripper,54,0.6223358908780903,0.45625,0.45625,0.9785522788203753,0.05,0.54375
IDV 17,Random,Heat transfer deviation in reactor,3,0.9772727272727273,0.9675,0.9675,0.9872448979591837,0.0625,0.0325
IDV 18,Random,Heat transfer deviation in condenser,51,0.9479166666666667,0.91,0.91,0.9891304347826086,0.05,0.09
IDV 19,Stiction,Recycle valve underflow (separator/stripper),216,0.5297891842346472,0.36125,0.36125,0.993127147766323,0.0125,0.63875
IDV 20,Random,(unknown),144,0.7607361963190183,0.62,0.62,0.9841269841269841,0.05,0.38
IDV 21,Random,(unknown),87,0.6992782678428229,0.545,0.545,0.9753914988814317,0.06875,0.455
