Fault,Type,Disturbed Value,Detection Time,F1,FDR,Recall,Precision,FPR,FNR
IDV 3,Step,D feed (stream 2) temperature,0,0.10501750291715285,0.05625,0.05625,0.7894736842105263,0.075,0.94375
IDV 9,Random,D feed (stream 2) temperature,0,0.07792207792207792,0.04125,0.04125,0.7021276595744681,0.0875,0.95875
IDV 15,Stiction,Cooling water outlet valve of separator,15,0.1294797687861272,0.07,0.07,0.8615384615384616,0.05625,0.93
IDV 4,Step,Cooling water inlet temperature of reactor,21,0.9943855271366189,0.99625,0.99625,0.9925280199252802,0.0375,0.00375
IDV 5,Step,Cooling water inlet temperature of separator,21,0.9962640099626401,1.0,1.0,0.9925558312655087,0.0375,0.0
IDV 7,Step,C header pressure loss (stream 4),192,0.9968847352024921,1.0,1.0,0.9937888198757764,0.03125,0.0
IDV 1,Step,"A/C-ratio of stream 4, B composition constant",9,0.9956331877729258,0.9975,0.9975,0.9937733499377335,0.03125,0.0025
IDV 2,Step,"B composition of stream 4, A/C-ratio constant",3,0.9880728185812933,0.98375,0.98375,0.9924337957124842,0.0375,0.01625
IDV 6,Step,A feed loss (stream 1),6,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 8,Random,A/B/C composition of stream 4,9,0.9880578252671276,0.9825,0.9825,0.9936788874841972,0.03125,0.0175
IDV 10,Random,C feed (stream 4) temperature,3,0.8196480938416422,0.69875,0.69875,0.9911347517730497,0.03125,0.30125
IDV 11,Random,Cooling water inlet temperature of reactor,0,0.864561403508772,0.77,0.77,0.9856,0.05625,0.23
IDV 12,Random,Cooling water inlet temperature of separator,3,0.9900124843945068,0.99125,0.99125,0.9887780548628429,0.05625,0.00875
IDV 13,Drift,Reaction kinetics,21,0.9706257982120051,0.95,0.95,0.9921671018276762,0.0375,0.05
IDV 14,Stiction,Cooling water outlet valve of reactor,9,0.9956440572495334,1.0,1.0,0.9913258983890955,0.04375,0.0
IDV 16,Random,(unknown); deviations of heat transfer within stripper,6,0.7953216374269005,0.68,0.68,0.9577464788732394,0.15,0.32
IDV 17,Random,(unknown); deviations of heat transfer within reactor,111,0.979746835443038,0.9675,0.9675,0.9923076923076923,0.0375,0.0325
IDV 18,Random,(unknown); deviations of heat transfer within condenser,3,0.9463350785340315,0.90375,0.90375,0.9931318681318682,0.03125,0.09625
IDV 19,Stiction,"(unknown); recycle valve, underflow separator/stripper",18,0.44807692307692304,0.29125,0.29125,0.9708333333333333,0.04375,0.70875
IDV 20,Random,(unknown),0,0.7523219814241486,0.6075,0.6075,0.9878048780487805,0.0375,0.3925
IDV 21,Random,(unknown),3,0.637901861252115,0.47125,0.47125,0.9869109947643979,0.03125,0.52875
